[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ] 1077    0    0   78 / 1000    33.9s test_prop_MultiPreserve (collecting)
[ ] 1087    0    0   79 / 1000    34.8s test_prop_MultiPreserve (collecting)
[ ] 1091    0    0   79 / 1000    35.0s test_prop_MultiPreserve (collecting)
[ ] 1113    0    0   79 / 1000    35.1s test_prop_MultiPreserve (collecting)
[ ] 1135    0    0   80 / 1000    35.4s test_prop_MultiPreserve (collecting)
[ ] 1139    0    0   80 / 1000    37.6s test_prop_MultiPreserve (collecting)
[ ] 1154    0    0   80 / 1000    37.7s test_prop_MultiPreserve (collecting)
[ ] 1168    0    0   83 / 1000    40.9s test_prop_MultiPreserve (collecting)
[ ] 1184    0    0   87 / 1000    41.8s test_prop_MultiPreserve (collecting)
[ ] 1191    0    0   88 / 1000    41.9s test_prop_MultiPreserve (collecting)
[ ] 1192    0    0   88 / 1000    42.0s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   89 / 1000    42.0s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 41757.19]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   21    0    0    1 / 1000     0.8s test_prop_MultiPreserve (collecting)
[ ]   28    0    0    1 / 1000     1.0s test_prop_MultiPreserve (collecting)
[ ]   49    0    0    2 / 1000     3.1s test_prop_MultiPreserve (collecting)
[ ]   51    0    0    2 / 1000     3.9s test_prop_MultiPreserve (collecting)
[ ]   59    0    0    2 / 1000     4.1s test_prop_MultiPreserve (collecting)
[ ]   60    0    0    2 / 1000     5.0s test_prop_MultiPreserve (collecting)
[ ]   74    0    0    3 / 1000     7.4s test_prop_MultiPreserve (collecting)
[ ]  122    0    0    4 / 1000     7.6s test_prop_MultiPreserve (collecting)
[ ]  127    0    0    4 / 1000     9.9s test_prop_MultiPreserve (collecting)
[ ]  131    0    0    4 / 1000    10.6s test_prop_MultiPreserve (collecting)
[ ]  139    0    0    6 / 1000    11.4s test_prop_MultiPreserve (collecting)
[ ]  140    0    0    6 / 1000    12.3s test_prop_MultiPreserve (collecting)
[ ]  175    0    0    8 / 1000    12.4s test_prop_MultiPreserve (collecting)
[ ]  177    0    0    8 / 1000    12.8s test_prop_MultiPreserve (collecting)
[ ]  194    0    0   10 / 1000    13.5s test_prop_MultiPreserve (collecting)
[ ]  229    0    0   12 / 1000    15.9s test_prop_MultiPreserve (collecting)
[ ]  241    0    0   13 / 1000    16.4s test_prop_MultiPreserve (collecting)
[ ]  247    0    0   13 / 1000    18.8s test_prop_MultiPreserve (collecting)
[ ]  256    0    0   13 / 1000    19.0s test_prop_MultiPreserve (collecting)
[ ]  261    0    0   15 / 1000    19.6s test_prop_MultiPreserve (collecting)
[ ]  274    0    0   16 / 1000    20.5s test_prop_MultiPreserve (collecting)
[ ]  276    0    0   16 / 1000    20.6s test_prop_MultiPreserve (collecting)
[ ]  296    0    0   17 / 1000    20.7s test_prop_MultiPreserve (collecting)
[ ]  297    0    0   17 / 1000    21.5s test_prop_MultiPreserve (collecting)
[ ]  320    0    0   21 / 1000    21.6s test_prop_MultiPreserve (collecting)
[ ]  353    0    0   26 / 1000    21.7s test_prop_MultiPreserve (collecting)
[ ]  378    0    0   27 / 1000    22.6s test_prop_MultiPreserve (collecting)
[ ]  380    0    0   27 / 1000    23.3s test_prop_MultiPreserve (collecting)
[ ]  382    0    0   27 / 1000    23.5s test_prop_MultiPreserve (collecting)
[ ]  385    0    0   28 / 1000    24.3s test_prop_MultiPreserve (collecting)
[ ]  397    0    0   29 / 1000    26.6s test_prop_MultiPreserve (collecting)
[ ]  429    0    0   32 / 1000    26.8s test_prop_MultiPreserve (collecting)
[ ]  431    0    0   32 / 1000    27.5s test_prop_MultiPreserve (collecting)
[ ]  435    0    0   32 / 1000    28.4s test_prop_MultiPreserve (collecting)
[ ]  437    0    0   32 / 1000    29.1s test_prop_MultiPreserve (collecting)
[ ]  449    0    0   33 / 1000    29.2s test_prop_MultiPreserve (collecting)
[ ]  516    0    0   39 / 1000    29.6s test_prop_MultiPreserve (collecting)
[ ]  518    0    0   39 / 1000    30.3s test_prop_MultiPreserve (collecting)
[ ]  543    0    0   40 / 1000    30.4s test_prop_MultiPreserve (collecting)
[ ]  548    0    0   41 / 1000    30.6s test_prop_MultiPreserve (collecting)
[ ]  592    0    0   44 / 1000    31.5s test_prop_MultiPreserve (collecting)
[ ]  674    0    0   52 / 1000    32.4s test_prop_MultiPreserve (collecting)
[ ]  689    0    0   54 / 1000    34.7s test_prop_MultiPreserve (collecting)
[ ]  695    0    0   54 / 1000    35.3s test_prop_MultiPreserve (collecting)
[ ]  702    0    0   54 / 1000    36.3s test_prop_MultiPreserve (collecting)
[ ]  711    0    0   56 / 1000    36.5s test_prop_MultiPreserve (collecting)
[ ]  717    0    0   57 / 1000    36.8s test_prop_MultiPreserve (collecting)
[ ]  725    0    0   58 / 1000    37.5s test_prop_MultiPreserve (collecting)
[ ]  735    0    0   60 / 1000    37.6s test_prop_MultiPreserve (collecting)
[ ]  776    0    0   66 / 1000    40.0s test_prop_MultiPreserve (collecting)
[ ]  802    0    0   67 / 1000    40.1s test_prop_MultiPreserve (collecting)
[ ]  832    0    0   68 / 1000    40.9s test_prop_MultiPreserve (collecting)
[ ]  845    0    0   68 / 1000    41.8s test_prop_MultiPreserve (collecting)
[ ]  849    0    0   68 / 1000    42.6s test_prop_MultiPreserve (collecting)
[ ]  872    0    0   71 / 1000    42.7s test_prop_MultiPreserve (collecting)
[ ]  884    0    0   71 / 1000    43.0s test_prop_MultiPreserve (collecting)
[ ]  891    0    0   71 / 1000    43.1s test_prop_MultiPreserve (collecting)
[ ]  917    0    0   73 / 1000    45.3s test_prop_MultiPreserve (collecting)
[ ]  919    0    0   73 / 1000    46.2s test_prop_MultiPreserve (collecting)
[ ]  941    0    0   75 / 1000    48.5s test_prop_MultiPreserve (collecting)
[ ]  960    0    0   77 / 1000    49.0s test_prop_MultiPreserve (collecting)
[ ]  974    0    0   78 / 1000    49.9s test_prop_MultiPreserve (collecting)
[ ]  982    0    0   79 / 1000    50.6s test_prop_MultiPreserve (collecting)
[ ]  995    0    0   80 / 1000    50.8s test_prop_MultiPreserve (collecting)
[ ] 1008    0    0   80 / 1000    50.9s test_prop_MultiPreserve (collecting)
[ ] 1017    0    0   81 / 1000    51.6s test_prop_MultiPreserve (collecting)
[ ] 1023    0    0   82 / 1000    52.3s test_prop_MultiPreserve (collecting)
[ ] 1037    0    0   84 / 1000    52.5s test_prop_MultiPreserve (collecting)
[ ] 1038    0    0   84 / 1000    54.8s test_prop_MultiPreserve (collecting)
[ ] 1040    0    0   84 / 1000    54.9s test_prop_MultiPreserve (collecting)
[ ] 1043    0    0   84 / 1000    55.6s test_prop_MultiPreserve (collecting)
[ ] 1045    0    0   85 / 1000    56.5s test_prop_MultiPreserve (collecting)
[ ] 1071    0    0   89 / 1000    59.2s test_prop_MultiPreserve (collecting)
[ ] 1113    0    0   91 / 1000    59.3s test_prop_MultiPreserve (collecting)
[ ] 1146    0    0   93 / 1000    60.4s test_prop_MultiPreserve (collecting)
[ ] 1169    0    0   94 / 1000    60.5s test_prop_MultiPreserve (collecting)
[ ] 1199    0    0   95 / 1000    60.7s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   95 / 1000    60.7s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 60636.94]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]    1    0    0    1 / 1000     0.3s test_prop_MultiPreserve (collecting)
[ ]   29    0    0    3 / 1000     2.8s test_prop_MultiPreserve (collecting)
[ ]   32    0    0    3 / 1000     3.0s test_prop_MultiPreserve (collecting)
[ ]   65    0    0    3 / 1000     3.1s test_prop_MultiPreserve (collecting)
[ ]   77    0    0    4 / 1000     4.0s test_prop_MultiPreserve (collecting)
[ ]   89    0    0    4 / 1000     6.4s test_prop_MultiPreserve (collecting)
[ ]  100    0    0    6 / 1000     6.5s test_prop_MultiPreserve (collecting)
[ ]  123    0    0    7 / 1000     6.6s test_prop_MultiPreserve (collecting)
[ ]  127    0    0    7 / 1000     7.6s test_prop_MultiPreserve (collecting)
[ ]  129    0    0    7 / 1000     7.8s test_prop_MultiPreserve (collecting)
[ ]  164    0    0    9 / 1000     8.6s test_prop_MultiPreserve (collecting)
[ ]  165    0    0    9 / 1000     9.3s test_prop_MultiPreserve (collecting)
[ ]  171    0    0   10 / 1000     9.6s test_prop_MultiPreserve (collecting)
[ ]  204    0    0   12 / 1000    11.9s test_prop_MultiPreserve (collecting)
[ ]  211    0    0   12 / 1000    12.0s test_prop_MultiPreserve (collecting)
[ ]  229    0    0   12 / 1000    12.1s test_prop_MultiPreserve (collecting)
[ ]  253    0    0   15 / 1000    14.6s test_prop_MultiPreserve (collecting)
[ ]  263    0    0   16 / 1000    14.8s test_prop_MultiPreserve (collecting)
[ ]  275    0    0   17 / 1000    15.0s test_prop_MultiPreserve (collecting)
[ ]  280    0    0   17 / 1000    15.6s test_prop_MultiPreserve (collecting)
[ ]  301    0    0   17 / 1000    16.5s test_prop_MultiPreserve (collecting)
[ ]  303    0    0   17 / 1000    17.1s test_prop_MultiPreserve (collecting)
[ ]  312    0    0   18 / 1000    17.4s test_prop_MultiPreserve (collecting)
[ ]  342    0    0   22 / 1000    18.3s test_prop_MultiPreserve (collecting)
[ ]  346    0    0   22 / 1000    19.0s test_prop_MultiPreserve (collecting)
[ ]  353    0    0   22 / 1000    19.7s test_prop_MultiPreserve (collecting)
[ ]  357    0    0   22 / 1000    20.0s test_prop_MultiPreserve (collecting)
[ ]  364    0    0   22 / 1000    20.8s test_prop_MultiPreserve (collecting)
[ ]  387    0    0   23 / 1000    23.1s test_prop_MultiPreserve (collecting)
[ ]  417    0    0   24 / 1000    23.3s test_prop_MultiPreserve (collecting)
[ ]  444    0    0   26 / 1000    25.8s test_prop_MultiPreserve (collecting)
[ ]  462    0    0   27 / 1000    25.9s test_prop_MultiPreserve (collecting)
[ ]  464    0    0   27 / 1000    26.7s test_prop_MultiPreserve (collecting)
[ ]  476    0    0   27 / 1000    27.5s test_prop_MultiPreserve (collecting)
[ ]  490    0    0   28 / 1000    27.6s test_prop_MultiPreserve (collecting)
[ ]  553    0    0   34 / 1000    28.6s test_prop_MultiPreserve (collecting)
[ ]  556    0    0   34 / 1000    29.4s test_prop_MultiPreserve (collecting)
[ ]  591    0    0   36 / 1000    29.7s test_prop_MultiPreserve (collecting)
[ ]  594    0    0   36 / 1000    30.4s test_prop_MultiPreserve (collecting)
[ ]  607    0    0   37 / 1000    32.9s test_prop_MultiPreserve (collecting)
[ ]  628    0    0   39 / 1000    35.2s test_prop_MultiPreserve (collecting)
[ ]  638    0    0   41 / 1000    35.3s test_prop_MultiPreserve (collecting)
[ ]  667    0    0   44 / 1000    35.5s test_prop_MultiPreserve (collecting)
[ ]  686    0    0   45 / 1000    35.6s test_prop_MultiPreserve (collecting)
[ ]  688    0    0   45 / 1000    36.2s test_prop_MultiPreserve (collecting)
[ ]  724    0    0   49 / 1000    36.3s test_prop_MultiPreserve (collecting)
[ ]  753    0    0   51 / 1000    36.4s test_prop_MultiPreserve (collecting)
[ ]  771    0    0   54 / 1000    36.6s test_prop_MultiPreserve (collecting)
[ ]  778    0    0   55 / 1000    37.0s test_prop_MultiPreserve (collecting)
[ ]  797    0    0   55 / 1000    37.2s test_prop_MultiPreserve (collecting)
[ ]  808    0    0   57 / 1000    38.1s test_prop_MultiPreserve (collecting)
[ ]  811    0    0   57 / 1000    40.5s test_prop_MultiPreserve (collecting)
[ ]  850    0    0   61 / 1000    40.6s test_prop_MultiPreserve (collecting)
[ ]  867    0    0   61 / 1000    41.6s test_prop_MultiPreserve (collecting)
[ ]  894    0    0   62 / 1000    44.1s test_prop_MultiPreserve (collecting)
[ ]  907    0    0   63 / 1000    45.0s test_prop_MultiPreserve (collecting)
[ ]  921    0    0   65 / 1000    45.9s test_prop_MultiPreserve (collecting)
[ ]  925    0    0   65 / 1000    48.3s test_prop_MultiPreserve (collecting)
[ ]  954    0    0   67 / 1000    48.9s test_prop_MultiPreserve (collecting)
[ ]  958    0    0   69 / 1000    49.0s test_prop_MultiPreserve (collecting)
[ ]  968    0    0   71 / 1000    49.8s test_prop_MultiPreserve (collecting)
[ ]  981    0    0   73 / 1000    50.1s test_prop_MultiPreserve (collecting)
[ ]  988    0    0   73 / 1000    52.2s test_prop_MultiPreserve (collecting)
[ ] 1021    0    0   76 / 1000    52.3s test_prop_MultiPreserve (collecting)
[ ] 1049    0    0   77 / 1000    53.2s test_prop_MultiPreserve (collecting)
[ ] 1082    0    0   81 / 1000    54.0s test_prop_MultiPreserve (collecting)
[ ] 1105    0    0   82 / 1000    54.3s test_prop_MultiPreserve (collecting)
[ ] 1150    0    0   86 / 1000    54.6s test_prop_MultiPreserve (collecting)
[ ] 1152    0    0   86 / 1000    54.9s test_prop_MultiPreserve (collecting)
[ ] 1161    0    0   87 / 1000    55.6s test_prop_MultiPreserve (collecting)
[ ] 1184    0    0   88 / 1000    56.5s test_prop_MultiPreserve (collecting)
[ ] 1188    0    0   88 / 1000    57.4s test_prop_MultiPreserve (collecting)
[ ] 1195    0    0   89 / 1000    57.5s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   90 / 1000    57.5s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 57365.67]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   11    0    0    2 / 1000     0.1s test_prop_MultiPreserve (collecting)
[ ]   26    0    0    2 / 1000     0.2s test_prop_MultiPreserve (collecting)
[ ]   67    0    0    5 / 1000     0.3s test_prop_MultiPreserve (collecting)
[ ]   83    0    0    5 / 1000     0.4s test_prop_MultiPreserve (collecting)
[ ]   95    0    0    5 / 1000     1.2s test_prop_MultiPreserve (collecting)
[ ]  111    0    0    5 / 1000     1.3s test_prop_MultiPreserve (collecting)
[ ]  124    0    0    6 / 1000     2.1s test_prop_MultiPreserve (collecting)
[ ]  134    0    0    6 / 1000     2.9s test_prop_MultiPreserve (collecting)
[ ]  149    0    0    6 / 1000     3.7s test_prop_MultiPreserve (collecting)
[ ]  153    0    0    6 / 1000     4.4s test_prop_MultiPreserve (collecting)
[ ]  174    0    0   11 / 1000     5.1s test_prop_MultiPreserve (collecting)
[ ]  176    0    0   11 / 1000     5.9s test_prop_MultiPreserve (collecting)
[ ]  179    0    0   11 / 1000     6.6s test_prop_MultiPreserve (collecting)
[ ]  191    0    0   12 / 1000     7.3s test_prop_MultiPreserve (collecting)
[ ]  208    0    0   12 / 1000     9.5s test_prop_MultiPreserve (collecting)
[ ]  238    0    0   14 / 1000     9.6s test_prop_MultiPreserve (collecting)
[ ]  253    0    0   14 / 1000     9.7s test_prop_MultiPreserve (collecting)
[ ]  259    0    0   14 / 1000     9.9s test_prop_MultiPreserve (collecting)
[ ]  268    0    0   14 / 1000    10.0s test_prop_MultiPreserve (collecting)
[ ]  274    0    0   14 / 1000    12.1s test_prop_MultiPreserve (collecting)
[ ]  291    0    0   15 / 1000    12.2s test_prop_MultiPreserve (collecting)
[ ]  294    0    0   16 / 1000    12.8s test_prop_MultiPreserve (collecting)
[ ]  301    0    0   16 / 1000    14.2s test_prop_MultiPreserve (collecting)
[ ]  302    0    0   16 / 1000    14.4s test_prop_MultiPreserve (collecting)
[ ]  329    0    0   20 / 1000    15.3s test_prop_MultiPreserve (collecting)
[ ]  335    0    0   21 / 1000    16.1s test_prop_MultiPreserve (collecting)
[ ]  361    0    0   22 / 1000    16.2s test_prop_MultiPreserve (collecting)
[ ]  369    0    0   22 / 1000    17.0s test_prop_MultiPreserve (collecting)
[ ]  378    0    0   22 / 1000    17.8s test_prop_MultiPreserve (collecting)
[ ]  379    0    0   22 / 1000    18.4s test_prop_MultiPreserve (collecting)
[ ]  382    0    0   22 / 1000    19.1s test_prop_MultiPreserve (collecting)
[ ]  427    0    0   25 / 1000    21.5s test_prop_MultiPreserve (collecting)
[ ]  431    0    0   25 / 1000    21.7s test_prop_MultiPreserve (collecting)
[ ]  436    0    0   25 / 1000    22.2s test_prop_MultiPreserve (collecting)
[ ]  463    0    0   26 / 1000    23.3s test_prop_MultiPreserve (collecting)
[ ]  495    0    0   29 / 1000    24.0s test_prop_MultiPreserve (collecting)
[ ]  500    0    0   29 / 1000    24.1s test_prop_MultiPreserve (collecting)
[ ]  501    0    0   29 / 1000    24.9s test_prop_MultiPreserve (collecting)
[ ]  504    0    0   29 / 1000    25.3s test_prop_MultiPreserve (collecting)
[ ]  534    0    0   30 / 1000    25.6s test_prop_MultiPreserve (collecting)
[ ]  547    0    0   31 / 1000    25.7s test_prop_MultiPreserve (collecting)
[ ]  572    0    0   31 / 1000    25.8s test_prop_MultiPreserve (collecting)
[ ]  595    0    0   33 / 1000    25.9s test_prop_MultiPreserve (collecting)
[ ]  598    0    0   33 / 1000    26.2s test_prop_MultiPreserve (collecting)
[ ]  611    0    0   33 / 1000    26.9s test_prop_MultiPreserve (collecting)
[ ]  623    0    0   35 / 1000    27.8s test_prop_MultiPreserve (collecting)
[ ]  653    0    0   39 / 1000    28.4s test_prop_MultiPreserve (collecting)
[ ]  693    0    0   41 / 1000    28.6s test_prop_MultiPreserve (collecting)
[ ]  705    0    0   43 / 1000    29.3s test_prop_MultiPreserve (collecting)
[ ]  728    0    0   45 / 1000    29.4s test_prop_MultiPreserve (collecting)
[ ]  739    0    0   45 / 1000    29.5s test_prop_MultiPreserve (collecting)
[ ]  771    0    0   48 / 1000    30.2s test_prop_MultiPreserve (collecting)
[ ]  782    0    0   49 / 1000    30.4s test_prop_MultiPreserve (collecting)
[ ]  820    0    0   55 / 1000    32.8s test_prop_MultiPreserve (collecting)
[ ]  830    0    0   56 / 1000    32.9s test_prop_MultiPreserve (collecting)
[ ]  841    0    0   58 / 1000    33.3s test_prop_MultiPreserve (collecting)
[ ]  859    0    0   58 / 1000    33.9s test_prop_MultiPreserve (collecting)
[ ]  897    0    0   62 / 1000    34.1s test_prop_MultiPreserve (collecting)
[ ]  914    0    0   63 / 1000    34.2s test_prop_MultiPreserve (collecting)
[ ]  950    0    0   69 / 1000    34.3s test_prop_MultiPreserve (collecting)
[ ]  956    0    0   69 / 1000    35.0s test_prop_MultiPreserve (collecting)
[ ]  971    0    0   69 / 1000    35.9s test_prop_MultiPreserve (collecting)
[ ]  978    0    0   70 / 1000    38.1s test_prop_MultiPreserve (collecting)
[ ]  983    0    0   70 / 1000    38.7s test_prop_MultiPreserve (collecting)
[ ]  998    0    0   72 / 1000    38.8s test_prop_MultiPreserve (collecting)
[ ] 1031    0    0   73 / 1000    38.9s test_prop_MultiPreserve (collecting)
[ ] 1069    0    0   75 / 1000    39.1s test_prop_MultiPreserve (collecting)
[ ] 1074    0    0   75 / 1000    40.1s test_prop_MultiPreserve (collecting)
[ ] 1092    0    0   77 / 1000    42.5s test_prop_MultiPreserve (collecting)
[ ] 1114    0    0   79 / 1000    43.1s test_prop_MultiPreserve (collecting)
[ ] 1115    0    0   79 / 1000    43.2s test_prop_MultiPreserve (collecting)
[ ] 1172    0    0   88 / 1000    43.3s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   90 / 1000    43.3s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 43272.25]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   14    0    0    0 / 1000     2.5s test_prop_MultiPreserve (collecting)
[ ]   25    0    0    0 / 1000     3.0s test_prop_MultiPreserve (collecting)
[ ]   71    0    0    1 / 1000     3.1s test_prop_MultiPreserve (collecting)
[ ]   72    0    0    1 / 1000     3.9s test_prop_MultiPreserve (collecting)
[ ]   93    0    0    2 / 1000     4.1s test_prop_MultiPreserve (collecting)
[ ]  111    0    0    3 / 1000     6.4s test_prop_MultiPreserve (collecting)
[ ]  127    0    0    4 / 1000     6.5s test_prop_MultiPreserve (collecting)
[ ]  140    0    0    4 / 1000     6.6s test_prop_MultiPreserve (collecting)
[ ]  180    0    0    6 / 1000     7.1s test_prop_MultiPreserve (collecting)
[ ]  193    0    0    6 / 1000     7.3s test_prop_MultiPreserve (collecting)
[ ]  213    0    0    7 / 1000     8.1s test_prop_MultiPreserve (collecting)
[ ]  245    0    0   10 / 1000     8.2s test_prop_MultiPreserve (collecting)
[ ]  287    0    0   11 / 1000     8.5s test_prop_MultiPreserve (collecting)
[ ]  290    0    0   11 / 1000     8.7s test_prop_MultiPreserve (collecting)
[ ]  294    0    0   11 / 1000    10.8s test_prop_MultiPreserve (collecting)
[ ]  299    0    0   11 / 1000    10.9s test_prop_MultiPreserve (collecting)
[ ]  305    0    0   11 / 1000    11.3s test_prop_MultiPreserve (collecting)
[ ]  319    0    0   12 / 1000    12.0s test_prop_MultiPreserve (collecting)
[ ]  348    0    0   12 / 1000    12.1s test_prop_MultiPreserve (collecting)
[ ]  377    0    0   15 / 1000    13.5s test_prop_MultiPreserve (collecting)
[ ]  387    0    0   15 / 1000    13.8s test_prop_MultiPreserve (collecting)
[ ]  428    0    0   18 / 1000    14.6s test_prop_MultiPreserve (collecting)
[ ]  434    0    0   19 / 1000    14.9s test_prop_MultiPreserve (collecting)
[ ]  436    0    0   19 / 1000    15.2s test_prop_MultiPreserve (collecting)
[ ]  451    0    0   20 / 1000    15.4s test_prop_MultiPreserve (collecting)
[ ]  510    0    0   28 / 1000    16.1s test_prop_MultiPreserve (collecting)
[ ]  520    0    0   28 / 1000    18.3s test_prop_MultiPreserve (collecting)
[ ]  549    0    0   30 / 1000    20.6s test_prop_MultiPreserve (collecting)
[ ]  569    0    0   33 / 1000    20.7s test_prop_MultiPreserve (collecting)
[ ]  573    0    0   33 / 1000    21.3s test_prop_MultiPreserve (collecting)
[ ]  599    0    0   39 / 1000    21.4s test_prop_MultiPreserve (collecting)
[ ]  636    0    0   44 / 1000    21.5s test_prop_MultiPreserve (collecting)
[ ]  643    0    0   45 / 1000    21.9s test_prop_MultiPreserve (collecting)
[ ]  650    0    0   46 / 1000    22.2s test_prop_MultiPreserve (collecting)
[ ]  652    0    0   46 / 1000    22.8s test_prop_MultiPreserve (collecting)
[ ]  656    0    0   46 / 1000    25.3s test_prop_MultiPreserve (collecting)
[ ]  664    0    0   46 / 1000    25.4s test_prop_MultiPreserve (collecting)
[ ]  679    0    0   47 / 1000    25.6s test_prop_MultiPreserve (collecting)
[ ]  685    0    0   47 / 1000    25.7s test_prop_MultiPreserve (collecting)
[ ]  689    0    0   47 / 1000    26.2s test_prop_MultiPreserve (collecting)
[ ]  699    0    0   47 / 1000    26.7s test_prop_MultiPreserve (collecting)
[ ]  721    0    0   48 / 1000    26.8s test_prop_MultiPreserve (collecting)
[ ]  737    0    0   49 / 1000    27.6s test_prop_MultiPreserve (collecting)
