[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]  912    0    0   70 / 1000    29.9s test_prop_MultiPreserve (collecting)
[ ]  919    0    0   70 / 1000    30.7s test_prop_MultiPreserve (collecting)
[ ]  929    0    0   72 / 1000    30.8s test_prop_MultiPreserve (collecting)
[ ]  947    0    0   73 / 1000    33.1s test_prop_MultiPreserve (collecting)
[ ]  959    0    0   73 / 1000    33.2s test_prop_MultiPreserve (collecting)
[ ]  965    0    0   73 / 1000    35.8s test_prop_MultiPreserve (collecting)
[ ]  985    0    0   75 / 1000    36.9s test_prop_MultiPreserve (collecting)
[ ] 1016    0    0   78 / 1000    37.0s test_prop_MultiPreserve (collecting)
[ ] 1024    0    0   79 / 1000    37.3s test_prop_MultiPreserve (collecting)
[ ] 1037    0    0   79 / 1000    38.0s test_prop_MultiPreserve (collecting)
[ ] 1053    0    0   80 / 1000    38.1s test_prop_MultiPreserve (collecting)
[ ] 1057    0    0   80 / 1000    38.3s test_prop_MultiPreserve (collecting)
[ ] 1069    0    0   80 / 1000    38.4s test_prop_MultiPreserve (collecting)
[ ] 1084    0    0   81 / 1000    39.3s test_prop_MultiPreserve (collecting)
[ ] 1093    0    0   81 / 1000    41.5s test_prop_MultiPreserve (collecting)
[ ] 1096    0    0   81 / 1000    42.3s test_prop_MultiPreserve (collecting)
[ ] 1110    0    0   81 / 1000    44.5s test_prop_MultiPreserve (collecting)
[ ] 1113    0    0   81 / 1000    46.7s test_prop_MultiPreserve (collecting)
[ ] 1149    0    0   85 / 1000    46.8s test_prop_MultiPreserve (collecting)
[ ] 1159    0    0   86 / 1000    46.9s test_prop_MultiPreserve (collecting)
[ ] 1175    0    0   87 / 1000    49.4s test_prop_MultiPreserve (collecting)
[ ] 1190    0    0   88 / 1000    49.6s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   88 / 1000    49.6s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 49510.93]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   22    0    0    0 / 1000     0.1s test_prop_MultiPreserve (collecting)
[ ]   44    0    0    3 / 1000     2.3s test_prop_MultiPreserve (collecting)
[ ]   65    0    0    5 / 1000     5.2s test_prop_MultiPreserve (collecting)
[ ]   86    0    0    8 / 1000     6.1s test_prop_MultiPreserve (collecting)
[ ]  116    0    0   10 / 1000     6.3s test_prop_MultiPreserve (collecting)
[ ]  138    0    0   11 / 1000     8.7s test_prop_MultiPreserve (collecting)
[ ]  139    0    0   11 / 1000     9.1s test_prop_MultiPreserve (collecting)
[ ]  149    0    0   11 / 1000     9.4s test_prop_MultiPreserve (collecting)
[ ]  167    0    0   12 / 1000     9.9s test_prop_MultiPreserve (collecting)
[ ]  184    0    0   15 / 1000    10.4s test_prop_MultiPreserve (collecting)
[ ]  185    0    0   15 / 1000    11.1s test_prop_MultiPreserve (collecting)
[ ]  191    0    0   15 / 1000    11.2s test_prop_MultiPreserve (collecting)
[ ]  238    0    0   17 / 1000    11.3s test_prop_MultiPreserve (collecting)
[ ]  255    0    0   18 / 1000    12.2s test_prop_MultiPreserve (collecting)
[ ]  294    0    0   20 / 1000    14.5s test_prop_MultiPreserve (collecting)
[ ]  306    0    0   20 / 1000    14.7s test_prop_MultiPreserve (collecting)
[ ]  310    0    0   21 / 1000    17.5s test_prop_MultiPreserve (collecting)
[ ]  331    0    0   21 / 1000    17.8s test_prop_MultiPreserve (collecting)
[ ]  348    0    0   21 / 1000    18.0s test_prop_MultiPreserve (collecting)
[ ]  365    0    0   22 / 1000    18.9s test_prop_MultiPreserve (collecting)
[ ]  366    0    0   22 / 1000    19.7s test_prop_MultiPreserve (collecting)
[ ]  374    0    0   23 / 1000    20.4s test_prop_MultiPreserve (collecting)
[ ]  421    0    0   28 / 1000    22.8s test_prop_MultiPreserve (collecting)
[ ]  425    0    0   29 / 1000    22.9s test_prop_MultiPreserve (collecting)
[ ]  438    0    0   31 / 1000    23.0s test_prop_MultiPreserve (collecting)
[ ]  451    0    0   32 / 1000    23.1s test_prop_MultiPreserve (collecting)
[ ]  467    0    0   35 / 1000    23.7s test_prop_MultiPreserve (collecting)
[ ]  477    0    0   36 / 1000    24.8s test_prop_MultiPreserve (collecting)
[ ]  493    0    0   39 / 1000    24.9s test_prop_MultiPreserve (collecting)
[ ]  536    0    0   46 / 1000    25.0s test_prop_MultiPreserve (collecting)
[ ]  540    0    0   46 / 1000    25.8s test_prop_MultiPreserve (collecting)
[ ]  565    0    0   47 / 1000    25.9s test_prop_MultiPreserve (collecting)
[ ]  614    0    0   55 / 1000    26.0s test_prop_MultiPreserve (collecting)
[ ]  629    0    0   56 / 1000    26.3s test_prop_MultiPreserve (collecting)
[ ]  642    0    0   58 / 1000    26.6s test_prop_MultiPreserve (collecting)
[ ]  649    0    0   58 / 1000    27.3s test_prop_MultiPreserve (collecting)
[ ]  653    0    0   58 / 1000    28.0s test_prop_MultiPreserve (collecting)
[ ]  674    0    0   59 / 1000    28.2s test_prop_MultiPreserve (collecting)
[ ]  697    0    0   59 / 1000    28.3s test_prop_MultiPreserve (collecting)
[ ]  723    0    0   60 / 1000    29.2s test_prop_MultiPreserve (collecting)
[ ]  750    0    0   62 / 1000    30.0s test_prop_MultiPreserve (collecting)
[ ]  770    0    0   64 / 1000    32.3s test_prop_MultiPreserve (collecting)
[ ]  794    0    0   67 / 1000    32.4s test_prop_MultiPreserve (collecting)
[ ]  799    0    0   67 / 1000    34.7s test_prop_MultiPreserve (collecting)
[ ]  815    0    0   68 / 1000    35.5s test_prop_MultiPreserve (collecting)
[ ]  821    0    0   68 / 1000    36.2s test_prop_MultiPreserve (collecting)
[ ]  847    0    0   70 / 1000    37.2s test_prop_MultiPreserve (collecting)
[ ]  856    0    0   70 / 1000    37.3s test_prop_MultiPreserve (collecting)
[ ]  869    0    0   72 / 1000    37.4s test_prop_MultiPreserve (collecting)
[ ]  902    0    0   77 / 1000    39.7s test_prop_MultiPreserve (collecting)
[ ]  938    0    0   79 / 1000    39.8s test_prop_MultiPreserve (collecting)
[ ]  966    0    0   80 / 1000    40.5s test_prop_MultiPreserve (collecting)
[ ]  972    0    0   80 / 1000    40.6s test_prop_MultiPreserve (collecting)
[ ]  975    0    0   80 / 1000    40.7s test_prop_MultiPreserve (collecting)
[ ] 1018    0    0   85 / 1000    40.9s test_prop_MultiPreserve (collecting)
[ ] 1025    0    0   85 / 1000    43.3s test_prop_MultiPreserve (collecting)
[ ] 1037    0    0   86 / 1000    44.0s test_prop_MultiPreserve (collecting)
[ ] 1065    0    0   86 / 1000    44.1s test_prop_MultiPreserve (collecting)
[ ] 1068    0    0   86 / 1000    45.2s test_prop_MultiPreserve (collecting)
[ ] 1069    0    0   86 / 1000    47.4s test_prop_MultiPreserve (collecting)
[ ] 1081    0    0   87 / 1000    47.8s test_prop_MultiPreserve (collecting)
[ ] 1105    0    0   89 / 1000    48.4s test_prop_MultiPreserve (collecting)
[ ] 1137    0    0   93 / 1000    48.5s test_prop_MultiPreserve (collecting)
[ ] 1156    0    0   97 / 1000    49.4s test_prop_MultiPreserve (collecting)
[ ] 1159    0    0   97 / 1000    50.4s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0  101 / 1000    50.5s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 50451.61]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   17    0    0    2 / 1000     0.3s test_prop_MultiPreserve (collecting)
[ ]   56    0    0    5 / 1000     0.4s test_prop_MultiPreserve (collecting)
[ ]   65    0    0    8 / 1000     0.8s test_prop_MultiPreserve (collecting)
[ ]  102    0    0   11 / 1000     0.9s test_prop_MultiPreserve (collecting)
[ ]  136    0    0   17 / 1000     1.0s test_prop_MultiPreserve (collecting)
[ ]  177    0    0   19 / 1000     1.1s test_prop_MultiPreserve (collecting)
[ ]  184    0    0   19 / 1000     3.3s test_prop_MultiPreserve (collecting)
[ ]  201    0    0   21 / 1000     3.5s test_prop_MultiPreserve (collecting)
[ ]  204    0    0   21 / 1000     4.5s test_prop_MultiPreserve (collecting)
[ ]  215    0    0   21 / 1000     5.2s test_prop_MultiPreserve (collecting)
[ ]  245    0    0   25 / 1000     5.4s test_prop_MultiPreserve (collecting)
[ ]  282    0    0   32 / 1000     5.6s test_prop_MultiPreserve (collecting)
[ ]  290    0    0   32 / 1000     6.4s test_prop_MultiPreserve (collecting)
[ ]  296    0    0   32 / 1000     6.7s test_prop_MultiPreserve (collecting)
[ ]  340    0    0   34 / 1000     6.8s test_prop_MultiPreserve (collecting)
[ ]  342    0    0   34 / 1000     7.1s test_prop_MultiPreserve (collecting)
[ ]  368    0    0   37 / 1000     7.4s test_prop_MultiPreserve (collecting)
[ ]  409    0    0   42 / 1000     7.5s test_prop_MultiPreserve (collecting)
[ ]  463    0    0   48 / 1000     8.4s test_prop_MultiPreserve (collecting)
[ ]  470    0    0   50 / 1000     9.2s test_prop_MultiPreserve (collecting)
[ ]  510    0    0   54 / 1000     9.3s test_prop_MultiPreserve (collecting)
[ ]  533    0    0   55 / 1000     9.4s test_prop_MultiPreserve (collecting)
[ ]  555    0    0   57 / 1000     9.5s test_prop_MultiPreserve (collecting)
[ ]  572    0    0   59 / 1000     9.7s test_prop_MultiPreserve (collecting)
[ ]  599    0    0   61 / 1000     9.9s test_prop_MultiPreserve (collecting)
[ ]  615    0    0   62 / 1000    10.1s test_prop_MultiPreserve (collecting)
[ ]  639    0    0   68 / 1000    12.5s test_prop_MultiPreserve (collecting)
[ ]  648    0    0   69 / 1000    13.2s test_prop_MultiPreserve (collecting)
[ ]  666    0    0   72 / 1000    13.3s test_prop_MultiPreserve (collecting)
[ ]  671    0    0   73 / 1000    15.4s test_prop_MultiPreserve (collecting)
[ ]  693    0    0   73 / 1000    16.3s test_prop_MultiPreserve (collecting)
[ ]  709    0    0   74 / 1000    16.4s test_prop_MultiPreserve (collecting)
[ ]  730    0    0   75 / 1000    17.6s test_prop_MultiPreserve (collecting)
[ ]  770    0    0   81 / 1000    18.0s test_prop_MultiPreserve (collecting)
[ ]  778    0    0   81 / 1000    18.8s test_prop_MultiPreserve (collecting)
[ ]  786    0    0   81 / 1000    19.6s test_prop_MultiPreserve (collecting)
[ ]  817    0    0   84 / 1000    19.7s test_prop_MultiPreserve (collecting)
[ ]  839    0    0   85 / 1000    21.9s test_prop_MultiPreserve (collecting)
[ ]  844    0    0   86 / 1000    22.0s test_prop_MultiPreserve (collecting)
[ ]  902    0    0   92 / 1000    22.1s test_prop_MultiPreserve (collecting)
[ ]  906    0    0   92 / 1000    22.3s test_prop_MultiPreserve (collecting)
[ ]  909    0    0   92 / 1000    22.7s test_prop_MultiPreserve (collecting)
[ ]  920    0    0   93 / 1000    25.1s test_prop_MultiPreserve (collecting)
[ ]  944    0    0   94 / 1000    25.2s test_prop_MultiPreserve (collecting)
[ ]  972    0    0   94 / 1000    26.4s test_prop_MultiPreserve (collecting)
[ ]  974    0    0   94 / 1000    27.0s test_prop_MultiPreserve (collecting)
[ ]  993    0    0   97 / 1000    27.3s test_prop_MultiPreserve (collecting)
[ ]  994    0    0   97 / 1000    28.0s test_prop_MultiPreserve (collecting)
[ ] 1009    0    0   97 / 1000    28.2s test_prop_MultiPreserve (collecting)
[ ] 1011    0    0   97 / 1000    30.5s test_prop_MultiPreserve (collecting)
[ ] 1047    0    0   99 / 1000    30.6s test_prop_MultiPreserve (collecting)
[ ] 1086    0    0   99 / 1000    30.7s test_prop_MultiPreserve (collecting)
[ ] 1109    0    0  101 / 1000    31.8s test_prop_MultiPreserve (collecting)
[ ] 1121    0    0  102 / 1000    32.5s test_prop_MultiPreserve (collecting)
[ ] 1138    0    0  104 / 1000    33.2s test_prop_MultiPreserve (collecting)
[ ] 1143    0    0  105 / 1000    35.4s test_prop_MultiPreserve (collecting)
[ ] 1157    0    0  105 / 1000    35.5s test_prop_MultiPreserve (collecting)
[ ] 1158    0    0  105 / 1000    36.2s test_prop_MultiPreserve (collecting)
[ ] 1159    0    0  105 / 1000    36.9s test_prop_MultiPreserve (collecting)
[ ] 1169    0    0  105 / 1000    37.7s test_prop_MultiPreserve (collecting)
[ ] 1174    0    0  105 / 1000    38.6s test_prop_MultiPreserve (collecting)
[ ] 1176    0    0  105 / 1000    39.3s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0  108 / 1000    39.3s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 39216.99]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]    0    0    0    0 / 1000     0.9s test_prop_MultiPreserve (collecting)
[ ]   64    0    0    5 / 1000     1.0s test_prop_MultiPreserve (collecting)
[ ]   66    0    0    6 / 1000     1.7s test_prop_MultiPreserve (collecting)
[ ]   84    0    0    7 / 1000     1.8s test_prop_MultiPreserve (collecting)
[ ]  123    0    0   10 / 1000     1.9s test_prop_MultiPreserve (collecting)
[ ]  159    0    0   12 / 1000     2.0s test_prop_MultiPreserve (collecting)
[ ]  160    0    0   12 / 1000     2.8s test_prop_MultiPreserve (collecting)
[ ]  211    0    0   14 / 1000     2.9s test_prop_MultiPreserve (collecting)
[ ]  224    0    0   15 / 1000     5.4s test_prop_MultiPreserve (collecting)
[ ]  225    0    0   15 / 1000     6.1s test_prop_MultiPreserve (collecting)
[ ]  226    0    0   15 / 1000     7.0s test_prop_MultiPreserve (collecting)
[ ]  255    0    0   15 / 1000     9.4s test_prop_MultiPreserve (collecting)
[ ]  263    0    0   16 / 1000     9.5s test_prop_MultiPreserve (collecting)
[ ]  264    0    0   16 / 1000    12.3s test_prop_MultiPreserve (collecting)
[ ]  267    0    0   16 / 1000    12.7s test_prop_MultiPreserve (collecting)
[ ]  275    0    0   17 / 1000    15.1s test_prop_MultiPreserve (collecting)
[ ]  280    0    0   17 / 1000    15.8s test_prop_MultiPreserve (collecting)
[ ]  300    0    0   20 / 1000    18.1s test_prop_MultiPreserve (collecting)
[ ]  311    0    0   20 / 1000    19.0s test_prop_MultiPreserve (collecting)
[ ]  347    0    0   22 / 1000    21.2s test_prop_MultiPreserve (collecting)
[ ]  363    0    0   24 / 1000    23.2s test_prop_MultiPreserve (collecting)
[ ]  403    0    0   29 / 1000    24.3s test_prop_MultiPreserve (collecting)
[ ]  421    0    0   29 / 1000    24.5s test_prop_MultiPreserve (collecting)
[ ]  428    0    0   29 / 1000    26.8s test_prop_MultiPreserve (collecting)
[ ]  444    0    0   29 / 1000    27.3s test_prop_MultiPreserve (collecting)
[ ]  484    0    0   29 / 1000    29.6s test_prop_MultiPreserve (collecting)
[ ]  502    0    0   31 / 1000    30.4s test_prop_MultiPreserve (collecting)
[ ]  530    0    0   34 / 1000    30.5s test_prop_MultiPreserve (collecting)
[ ]  557    0    0   35 / 1000    31.5s test_prop_MultiPreserve (collecting)
[ ]  565    0    0   35 / 1000    31.8s test_prop_MultiPreserve (collecting)
[ ]  568    0    0   35 / 1000    32.0s test_prop_MultiPreserve (collecting)
[ ]  582    0    0   36 / 1000    32.8s test_prop_MultiPreserve (collecting)
[ ]  602    0    0   37 / 1000    33.6s test_prop_MultiPreserve (collecting)
[ ]  613    0    0   39 / 1000    35.9s test_prop_MultiPreserve (collecting)
[ ]  623    0    0   41 / 1000    36.4s test_prop_MultiPreserve (collecting)
[ ]  624    0    0   41 / 1000    37.3s test_prop_MultiPreserve (collecting)
[ ]  636    0    0   41 / 1000    37.5s test_prop_MultiPreserve (collecting)
[ ]  641    0    0   41 / 1000    38.3s test_prop_MultiPreserve (collecting)
[ ]  647    0    0   41 / 1000    38.4s test_prop_MultiPreserve (collecting)
[ ]  664    0    0   41 / 1000    39.2s test_prop_MultiPreserve (collecting)
[ ]  684    0    0   42 / 1000    39.9s test_prop_MultiPreserve (collecting)
[ ]  685    0    0   42 / 1000    40.2s test_prop_MultiPreserve (collecting)
[ ]  697    0    0   44 / 1000    40.9s test_prop_MultiPreserve (collecting)
[ ]  707    0    0   44 / 1000    43.3s test_prop_MultiPreserve (collecting)
[ ]  722    0    0   45 / 1000    43.5s test_prop_MultiPreserve (collecting)
[ ]  747    0    0   47 / 1000    43.6s test_prop_MultiPreserve (collecting)
[ ]  752    0    0   47 / 1000    43.7s test_prop_MultiPreserve (collecting)
[ ]  776    0    0   51 / 1000    44.2s test_prop_MultiPreserve (collecting)
[ ]  784    0    0   51 / 1000    45.3s test_prop_MultiPreserve (collecting)
[ ]  813    0    0   52 / 1000    45.7s test_prop_MultiPreserve (collecting)
[ ]  837    0    0   55 / 1000    48.0s test_prop_MultiPreserve (collecting)
[ ]  872    0    0   58 / 1000    48.1s test_prop_MultiPreserve (collecting)
[ ]  877    0    0   59 / 1000    50.3s test_prop_MultiPreserve (collecting)
