[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]  597    0    0   37 / 1000    28.2s test_prop_MultiPreserve (collecting)
[ ]  617    0    0   38 / 1000    30.5s test_prop_MultiPreserve (collecting)
[ ]  661    0    0   44 / 1000    30.6s test_prop_MultiPreserve (collecting)
[ ]  669    0    0   44 / 1000    32.9s test_prop_MultiPreserve (collecting)
[ ]  688    0    0   45 / 1000    35.1s test_prop_MultiPreserve (collecting)
[ ]  690    0    0   45 / 1000    35.9s test_prop_MultiPreserve (collecting)
[ ]  718    0    0   46 / 1000    36.2s test_prop_MultiPreserve (collecting)
[ ]  742    0    0   49 / 1000    37.0s test_prop_MultiPreserve (collecting)
[ ]  768    0    0   51 / 1000    37.4s test_prop_MultiPreserve (collecting)
[ ]  803    0    0   58 / 1000    37.5s test_prop_MultiPreserve (collecting)
[ ]  811    0    0   58 / 1000    38.2s test_prop_MultiPreserve (collecting)
[ ]  816    0    0   58 / 1000    38.5s test_prop_MultiPreserve (collecting)
[ ]  838    0    0   58 / 1000    38.6s test_prop_MultiPreserve (collecting)
[ ]  855    0    0   58 / 1000    40.9s test_prop_MultiPreserve (collecting)
[ ]  856    0    0   58 / 1000    41.7s test_prop_MultiPreserve (collecting)
[ ]  857    0    0   58 / 1000    42.4s test_prop_MultiPreserve (collecting)
[ ]  880    0    0   60 / 1000    42.5s test_prop_MultiPreserve (collecting)
[ ]  882    0    0   61 / 1000    42.6s test_prop_MultiPreserve (collecting)
[ ]  898    0    0   61 / 1000    42.7s test_prop_MultiPreserve (collecting)
[ ]  904    0    0   61 / 1000    43.4s test_prop_MultiPreserve (collecting)
[ ]  910    0    0   61 / 1000    44.3s test_prop_MultiPreserve (collecting)
[ ]  935    0    0   62 / 1000    44.7s test_prop_MultiPreserve (collecting)
[ ]  948    0    0   63 / 1000    44.8s test_prop_MultiPreserve (collecting)
[ ] 1002    0    0   70 / 1000    44.9s test_prop_MultiPreserve (collecting)
[ ] 1005    0    0   70 / 1000    45.7s test_prop_MultiPreserve (collecting)
[ ] 1040    0    0   70 / 1000    46.5s test_prop_MultiPreserve (collecting)
[ ] 1056    0    0   71 / 1000    48.8s test_prop_MultiPreserve (collecting)
[ ] 1063    0    0   71 / 1000    49.2s test_prop_MultiPreserve (collecting)
[ ] 1064    0    0   71 / 1000    49.7s test_prop_MultiPreserve (collecting)
[ ] 1081    0    0   74 / 1000    49.9s test_prop_MultiPreserve (collecting)
[ ] 1104    0    0   79 / 1000    50.0s test_prop_MultiPreserve (collecting)
[ ] 1110    0    0   79 / 1000    50.3s test_prop_MultiPreserve (collecting)
[ ] 1123    0    0   79 / 1000    50.4s test_prop_MultiPreserve (collecting)
[ ] 1148    0    0   79 / 1000    52.7s test_prop_MultiPreserve (collecting)
[ ] 1158    0    0   79 / 1000    52.8s test_prop_MultiPreserve (collecting)
[ ] 1196    0    0   84 / 1000    55.5s test_prop_MultiPreserve (collecting)
[ ] 1199    0    0   84 / 1000    57.9s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   84 / 1000    57.9s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 57555.54]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   40    0    0    0 / 1000     0.8s test_prop_MultiPreserve (collecting)
[ ]   80    0    0    1 / 1000     0.9s test_prop_MultiPreserve (collecting)
[ ]   89    0    0    2 / 1000     1.7s test_prop_MultiPreserve (collecting)
[ ]   97    0    0    3 / 1000     2.5s test_prop_MultiPreserve (collecting)
[ ]  111    0    0    3 / 1000     5.0s test_prop_MultiPreserve (collecting)
[ ]  140    0    0    4 / 1000     5.1s test_prop_MultiPreserve (collecting)
[ ]  161    0    0    5 / 1000     7.5s test_prop_MultiPreserve (collecting)
[ ]  177    0    0    6 / 1000     7.6s test_prop_MultiPreserve (collecting)
[ ]  191    0    0    6 / 1000     7.7s test_prop_MultiPreserve (collecting)
[ ]  194    0    0    6 / 1000     8.3s test_prop_MultiPreserve (collecting)
[ ]  195    0    0    6 / 1000     8.5s test_prop_MultiPreserve (collecting)
[ ]  214    0    0    7 / 1000     9.4s test_prop_MultiPreserve (collecting)
[ ]  222    0    0    8 / 1000     9.5s test_prop_MultiPreserve (collecting)
[ ]  247    0    0   10 / 1000    10.4s test_prop_MultiPreserve (collecting)
[ ]  270    0    0   11 / 1000    10.5s test_prop_MultiPreserve (collecting)
[ ]  282    0    0   13 / 1000    10.7s test_prop_MultiPreserve (collecting)
[ ]  306    0    0   15 / 1000    11.0s test_prop_MultiPreserve (collecting)
[ ]  309    0    0   15 / 1000    11.8s test_prop_MultiPreserve (collecting)
[ ]  310    0    0   15 / 1000    12.4s test_prop_MultiPreserve (collecting)
[ ]  313    0    0   15 / 1000    12.6s test_prop_MultiPreserve (collecting)
[ ]  355    0    0   18 / 1000    13.5s test_prop_MultiPreserve (collecting)
[ ]  399    0    0   21 / 1000    13.8s test_prop_MultiPreserve (collecting)
[ ]  404    0    0   23 / 1000    14.1s test_prop_MultiPreserve (collecting)
[ ]  426    0    0   25 / 1000    14.9s test_prop_MultiPreserve (collecting)
[ ]  434    0    0   26 / 1000    15.7s test_prop_MultiPreserve (collecting)
[ ]  435    0    0   26 / 1000    18.2s test_prop_MultiPreserve (collecting)
[ ]  467    0    0   27 / 1000    18.8s test_prop_MultiPreserve (collecting)
[ ]  481    0    0   28 / 1000    19.2s test_prop_MultiPreserve (collecting)
[ ]  495    0    0   29 / 1000    19.3s test_prop_MultiPreserve (collecting)
[ ]  508    0    0   32 / 1000    19.4s test_prop_MultiPreserve (collecting)
[ ]  513    0    0   32 / 1000    19.5s test_prop_MultiPreserve (collecting)
[ ]  517    0    0   32 / 1000    20.3s test_prop_MultiPreserve (collecting)
[ ]  524    0    0   33 / 1000    20.4s test_prop_MultiPreserve (collecting)
[ ]  551    0    0   33 / 1000    22.8s test_prop_MultiPreserve (collecting)
[ ]  559    0    0   33 / 1000    22.9s test_prop_MultiPreserve (collecting)
[ ]  589    0    0   35 / 1000    23.0s test_prop_MultiPreserve (collecting)
[ ]  596    0    0   35 / 1000    23.7s test_prop_MultiPreserve (collecting)
[ ]  613    0    0   38 / 1000    23.9s test_prop_MultiPreserve (collecting)
[ ]  616    0    0   39 / 1000    24.9s test_prop_MultiPreserve (collecting)
[ ]  622    0    0   39 / 1000    25.0s test_prop_MultiPreserve (collecting)
[ ]  632    0    0   40 / 1000    27.5s test_prop_MultiPreserve (collecting)
[ ]  641    0    0   41 / 1000    27.6s test_prop_MultiPreserve (collecting)
[ ]  667    0    0   42 / 1000    28.5s test_prop_MultiPreserve (collecting)
[ ]  701    0    0   44 / 1000    29.2s test_prop_MultiPreserve (collecting)
[ ]  728    0    0   45 / 1000    29.3s test_prop_MultiPreserve (collecting)
[ ]  747    0    0   46 / 1000    31.5s test_prop_MultiPreserve (collecting)
[ ]  759    0    0   47 / 1000    34.5s test_prop_MultiPreserve (collecting)
[ ]  767    0    0   47 / 1000    35.1s test_prop_MultiPreserve (collecting)
[ ]  825    0    0   52 / 1000    35.2s test_prop_MultiPreserve (collecting)
[ ]  836    0    0   52 / 1000    35.7s test_prop_MultiPreserve (collecting)
[ ]  850    0    0   53 / 1000    35.9s test_prop_MultiPreserve (collecting)
[ ]  858    0    0   54 / 1000    36.0s test_prop_MultiPreserve (collecting)
[ ]  863    0    0   54 / 1000    36.8s test_prop_MultiPreserve (collecting)
[ ]  867    0    0   55 / 1000    37.4s test_prop_MultiPreserve (collecting)
[ ]  879    0    0   57 / 1000    38.3s test_prop_MultiPreserve (collecting)
[ ]  901    0    0   57 / 1000    38.4s test_prop_MultiPreserve (collecting)
[ ]  920    0    0   57 / 1000    38.5s test_prop_MultiPreserve (collecting)
[ ]  956    0    0   60 / 1000    38.6s test_prop_MultiPreserve (collecting)
[ ]  968    0    0   65 / 1000    38.9s test_prop_MultiPreserve (collecting)
[ ]  986    0    0   69 / 1000    39.8s test_prop_MultiPreserve (collecting)
[ ] 1016    0    0   74 / 1000    40.4s test_prop_MultiPreserve (collecting)
[ ] 1020    0    0   74 / 1000    40.7s test_prop_MultiPreserve (collecting)
[ ] 1042    0    0   75 / 1000    41.0s test_prop_MultiPreserve (collecting)
[ ] 1043    0    0   75 / 1000    41.8s test_prop_MultiPreserve (collecting)
[ ] 1075    0    0   76 / 1000    41.9s test_prop_MultiPreserve (collecting)
[ ] 1077    0    0   76 / 1000    42.6s test_prop_MultiPreserve (collecting)
[ ] 1092    0    0   78 / 1000    42.8s test_prop_MultiPreserve (collecting)
[ ] 1099    0    0   78 / 1000    45.0s test_prop_MultiPreserve (collecting)
[ ] 1118    0    0   78 / 1000    45.1s test_prop_MultiPreserve (collecting)
[ ] 1155    0    0   81 / 1000    47.3s test_prop_MultiPreserve (collecting)
[ ] 1183    0    0   83 / 1000    49.7s test_prop_MultiPreserve (collecting)
[ ] 1187    0    0   84 / 1000    50.1s test_prop_MultiPreserve (collecting)
[ ] 1197    0    0   84 / 1000    50.3s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   85 / 1000    50.3s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 50165.87]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   13    0    0    2 / 1000     2.4s test_prop_MultiPreserve (collecting)
[ ]   23    0    0    3 / 1000     2.5s test_prop_MultiPreserve (collecting)
[ ]   36    0    0    4 / 1000     2.7s test_prop_MultiPreserve (collecting)
[ ]   67    0    0    4 / 1000     3.3s test_prop_MultiPreserve (collecting)
[ ]   72    0    0    4 / 1000     4.4s test_prop_MultiPreserve (collecting)
[ ]   78    0    0    4 / 1000     6.8s test_prop_MultiPreserve (collecting)
[ ]   82    0    0    4 / 1000     6.9s test_prop_MultiPreserve (collecting)
[ ]   94    0    0    7 / 1000     7.4s test_prop_MultiPreserve (collecting)
[ ]  109    0    0    7 / 1000     7.5s test_prop_MultiPreserve (collecting)
[ ]  112    0    0    7 / 1000    10.4s test_prop_MultiPreserve (collecting)
[ ]  122    0    0    8 / 1000    10.8s test_prop_MultiPreserve (collecting)
[ ]  124    0    0    8 / 1000    11.2s test_prop_MultiPreserve (collecting)
[ ]  133    0    0    8 / 1000    12.2s test_prop_MultiPreserve (collecting)
[ ]  136    0    0    8 / 1000    13.1s test_prop_MultiPreserve (collecting)
[ ]  140    0    0    8 / 1000    13.9s test_prop_MultiPreserve (collecting)
[ ]  153    0    0    9 / 1000    14.7s test_prop_MultiPreserve (collecting)
[ ]  169    0    0    9 / 1000    15.6s test_prop_MultiPreserve (collecting)
[ ]  172    0    0    9 / 1000    15.8s test_prop_MultiPreserve (collecting)
[ ]  187    0    0   10 / 1000    15.9s test_prop_MultiPreserve (collecting)
[ ]  190    0    0   10 / 1000    16.7s test_prop_MultiPreserve (collecting)
[ ]  208    0    0   10 / 1000    16.8s test_prop_MultiPreserve (collecting)
[ ]  227    0    0   10 / 1000    17.7s test_prop_MultiPreserve (collecting)
[ ]  260    0    0   10 / 1000    17.8s test_prop_MultiPreserve (collecting)
[ ]  271    0    0   10 / 1000    18.7s test_prop_MultiPreserve (collecting)
[ ]  296    0    0   10 / 1000    18.8s test_prop_MultiPreserve (collecting)
[ ]  304    0    0   10 / 1000    19.0s test_prop_MultiPreserve (collecting)
[ ]  305    0    0   10 / 1000    19.8s test_prop_MultiPreserve (collecting)
[ ]  318    0    0   11 / 1000    19.9s test_prop_MultiPreserve (collecting)
[ ]  324    0    0   12 / 1000    20.1s test_prop_MultiPreserve (collecting)
[ ]  336    0    0   13 / 1000    20.5s test_prop_MultiPreserve (collecting)
[ ]  342    0    0   13 / 1000    20.6s test_prop_MultiPreserve (collecting)
[ ]  345    0    0   13 / 1000    21.3s test_prop_MultiPreserve (collecting)
[ ]  355    0    0   14 / 1000    21.4s test_prop_MultiPreserve (collecting)
[ ]  379    0    0   14 / 1000    21.5s test_prop_MultiPreserve (collecting)
[ ]  406    0    0   14 / 1000    21.6s test_prop_MultiPreserve (collecting)
[ ]  410    0    0   14 / 1000    22.0s test_prop_MultiPreserve (collecting)
[ ]  439    0    0   18 / 1000    22.1s test_prop_MultiPreserve (collecting)
[ ]  442    0    0   18 / 1000    24.5s test_prop_MultiPreserve (collecting)
[ ]  484    0    0   23 / 1000    24.7s test_prop_MultiPreserve (collecting)
[ ]  502    0    0   23 / 1000    24.8s test_prop_MultiPreserve (collecting)
[ ]  520    0    0   23 / 1000    24.9s test_prop_MultiPreserve (collecting)
[ ]  536    0    0   24 / 1000    25.0s test_prop_MultiPreserve (collecting)
[ ]  563    0    0   24 / 1000    25.5s test_prop_MultiPreserve (collecting)
[ ]  568    0    0   25 / 1000    26.2s test_prop_MultiPreserve (collecting)
[ ]  590    0    0   25 / 1000    26.6s test_prop_MultiPreserve (collecting)
[ ]  597    0    0   26 / 1000    26.7s test_prop_MultiPreserve (collecting)
[ ]  603    0    0   28 / 1000    27.5s test_prop_MultiPreserve (collecting)
[ ]  604    0    0   28 / 1000    28.2s test_prop_MultiPreserve (collecting)
[ ]  616    0    0   28 / 1000    30.7s test_prop_MultiPreserve (collecting)
[ ]  628    0    0   28 / 1000    32.9s test_prop_MultiPreserve (collecting)
[ ]  632    0    0   28 / 1000    33.1s test_prop_MultiPreserve (collecting)
[ ]  635    0    0   28 / 1000    35.6s test_prop_MultiPreserve (collecting)
[ ]  641    0    0   28 / 1000    35.8s test_prop_MultiPreserve (collecting)
[ ]  650    0    0   28 / 1000    36.0s test_prop_MultiPreserve (collecting)
[ ]  655    0    0   28 / 1000    38.4s test_prop_MultiPreserve (collecting)
[ ]  675    0    0   29 / 1000    38.5s test_prop_MultiPreserve (collecting)
[ ]  681    0    0   30 / 1000    39.2s test_prop_MultiPreserve (collecting)
[ ]  682    0    0   30 / 1000    40.0s test_prop_MultiPreserve (collecting)
[ ]  700    0    0   32 / 1000    40.8s test_prop_MultiPreserve (collecting)
[ ]  701    0    0   32 / 1000    41.5s test_prop_MultiPreserve (collecting)
[ ]  767    0    0   37 / 1000    42.5s test_prop_MultiPreserve (collecting)
[ ]  799    0    0   40 / 1000    43.3s test_prop_MultiPreserve (collecting)
[ ]  835    0    0   44 / 1000    43.4s test_prop_MultiPreserve (collecting)
[ ]  836    0    0   44 / 1000    44.2s test_prop_MultiPreserve (collecting)
[ ]  862    0    0   45 / 1000    44.9s test_prop_MultiPreserve (collecting)
[ ]  898    0    0   45 / 1000    45.1s test_prop_MultiPreserve (collecting)
[ ]  923    0    0   47 / 1000    45.2s test_prop_MultiPreserve (collecting)
[ ]  927    0    0   47 / 1000    47.5s test_prop_MultiPreserve (collecting)
[ ]  934    0    0   49 / 1000    47.7s test_prop_MultiPreserve (collecting)
[ ] 1009    0    0   53 / 1000    47.8s test_prop_MultiPreserve (collecting)
[ ] 1017    0    0   53 / 1000    48.4s test_prop_MultiPreserve (collecting)
[ ] 1028    0    0   53 / 1000    48.8s test_prop_MultiPreserve (collecting)
[ ] 1030    0    0   53 / 1000    49.5s test_prop_MultiPreserve (collecting)
[ ] 1039    0    0   54 / 1000    51.6s test_prop_MultiPreserve (collecting)
[ ] 1049    0    0   54 / 1000    53.8s test_prop_MultiPreserve (collecting)
[ ] 1071    0    0   54 / 1000    53.9s test_prop_MultiPreserve (collecting)
[ ] 1100    0    0   55 / 1000    54.7s test_prop_MultiPreserve (collecting)
[ ] 1132    0    0   57 / 1000    55.7s test_prop_MultiPreserve (collecting)
[ ] 1167    0    0   60 / 1000    56.3s test_prop_MultiPreserve (collecting)
[ ] 1182    0    0   61 / 1000    56.5s test_prop_MultiPreserve (collecting)
[ ] 1189    0    0   61 / 1000    57.3s test_prop_MultiPreserve (collecting)
[ ] 1194    0    0   61 / 1000    58.1s test_prop_MultiPreserve (collecting)
[ ] 1196    0    0   61 / 1000    59.1s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   61 / 1000    59.1s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 58589.32]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]    3    0    0    0 / 1000     2.3s test_prop_MultiPreserve (collecting)
[ ]   33    0    0    2 / 1000     3.0s test_prop_MultiPreserve (collecting)
[ ]   75    0    0    7 / 1000     3.1s test_prop_MultiPreserve (collecting)
[ ]   98    0    0   12 / 1000     5.3s test_prop_MultiPreserve (collecting)
[ ]  103    0    0   12 / 1000     5.9s test_prop_MultiPreserve (collecting)
[ ]  116    0    0   12 / 1000     8.5s test_prop_MultiPreserve (collecting)
[ ]  131    0    0   16 / 1000     8.6s test_prop_MultiPreserve (collecting)
[ ]  143    0    0   17 / 1000     8.7s test_prop_MultiPreserve (collecting)
[ ]  152    0    0   19 / 1000     9.1s test_prop_MultiPreserve (collecting)
[ ]  179    0    0   23 / 1000     9.3s test_prop_MultiPreserve (collecting)
[ ]  189    0    0   23 / 1000    10.3s test_prop_MultiPreserve (collecting)
[ ]  197    0    0   23 / 1000    11.2s test_prop_MultiPreserve (collecting)
[ ]  205    0    0   24 / 1000    11.9s test_prop_MultiPreserve (collecting)
[ ]  214    0    0   24 / 1000    14.0s test_prop_MultiPreserve (collecting)
[ ]  225    0    0   26 / 1000    14.9s test_prop_MultiPreserve (collecting)
[ ]  240    0    0   27 / 1000    15.0s test_prop_MultiPreserve (collecting)
[ ]  248    0    0   27 / 1000    15.1s test_prop_MultiPreserve (collecting)
[ ]  271    0    0   30 / 1000    16.0s test_prop_MultiPreserve (collecting)
[ ]  277    0    0   31 / 1000    16.3s test_prop_MultiPreserve (collecting)
[ ]  300    0    0   36 / 1000    17.1s test_prop_MultiPreserve (collecting)
[ ]  306    0    0   36 / 1000    17.9s test_prop_MultiPreserve (collecting)
[ ]  315    0    0   36 / 1000    20.3s test_prop_MultiPreserve (collecting)
[ ]  320    0    0   37 / 1000    20.4s test_prop_MultiPreserve (collecting)
[ ]  340    0    0   38 / 1000    21.2s test_prop_MultiPreserve (collecting)
[ ]  376    0    0   42 / 1000    21.3s test_prop_MultiPreserve (collecting)
[ ]  404    0    0   43 / 1000    21.5s test_prop_MultiPreserve (collecting)
[ ]  430    0    0   47 / 1000    22.4s test_prop_MultiPreserve (collecting)
[ ]  435    0    0   47 / 1000    23.0s test_prop_MultiPreserve (collecting)
[ ]  442    0    0   47 / 1000    25.2s test_prop_MultiPreserve (collecting)
[ ]  443    0    0   47 / 1000    28.4s test_prop_MultiPreserve (collecting)
[ ]  450    0    0   48 / 1000    28.9s test_prop_MultiPreserve (collecting)
[ ]  453    0    0   49 / 1000    29.0s test_prop_MultiPreserve (collecting)
[ ]  454    0    0   49 / 1000    29.2s test_prop_MultiPreserve (collecting)
[ ]  468    0    0   49 / 1000    29.3s test_prop_MultiPreserve (collecting)
[ ]  476    0    0   50 / 1000    31.7s test_prop_MultiPreserve (collecting)
[ ]  479    0    0   50 / 1000    33.8s test_prop_MultiPreserve (collecting)
[ ]  501    0    0   54 / 1000    33.9s test_prop_MultiPreserve (collecting)
[ ]  569    0    0   61 / 1000    34.0s test_prop_MultiPreserve (collecting)
[ ]  570    0    0   61 / 1000    34.4s test_prop_MultiPreserve (collecting)
[ ]  589    0    0   61 / 1000    35.2s test_prop_MultiPreserve (collecting)
[ ]  612    0    0   62 / 1000    35.4s test_prop_MultiPreserve (collecting)
[ ]  642    0    0   65 / 1000    35.5s test_prop_MultiPreserve (collecting)
[ ]  657    0    0   66 / 1000    35.6s test_prop_MultiPreserve (collecting)
[ ]  674    0    0   68 / 1000    37.9s test_prop_MultiPreserve (collecting)
[ ]  703    0    0   68 / 1000    38.0s test_prop_MultiPreserve (collecting)
[ ]  729    0    0   73 / 1000    38.1s test_prop_MultiPreserve (collecting)
[ ]  755    0    0   74 / 1000    38.3s test_prop_MultiPreserve (collecting)
[ ]  777    0    0   77 / 1000    40.6s test_prop_MultiPreserve (collecting)
[ ]  782    0    0   77 / 1000    41.2s test_prop_MultiPreserve (collecting)
[ ]  806    0    0   78 / 1000    41.3s test_prop_MultiPreserve (collecting)
[ ]  817    0    0   80 / 1000    41.4s test_prop_MultiPreserve (collecting)
[ ]  819    0    0   80 / 1000    42.2s test_prop_MultiPreserve (collecting)
[ ]  827    0    0   80 / 1000    42.8s test_prop_MultiPreserve (collecting)
[ ]  840    0    0   82 / 1000    43.1s test_prop_MultiPreserve (collecting)
[ ]  859    0    0   83 / 1000    43.2s test_prop_MultiPreserve (collecting)
[ ]  875    0    0   83 / 1000    43.3s test_prop_MultiPreserve (collecting)
[ ]  897    0    0   83 / 1000    43.4s test_prop_MultiPreserve (collecting)
[ ]  901    0    0   83 / 1000    44.2s test_prop_MultiPreserve (collecting)
[ ]  927    0    0   86 / 1000    45.0s test_prop_MultiPreserve (collecting)
[ ]  938    0    0   86 / 1000    45.6s test_prop_MultiPreserve (collecting)
[ ]  943    0    0   87 / 1000    46.3s test_prop_MultiPreserve (collecting)
[ ]  950    0    0   87 / 1000    48.7s test_prop_MultiPreserve (collecting)
[ ]  955    0    0   87 / 1000    48.8s test_prop_MultiPreserve (collecting)
[ ]  962    0    0   88 / 1000    49.4s test_prop_MultiPreserve (collecting)
[ ]  986    0    0   90 / 1000    49.6s test_prop_MultiPreserve (collecting)
[ ] 1000    0    0   90 / 1000    49.7s test_prop_MultiPreserve (collecting)
[ ] 1021    0    0   90 / 1000    51.0s test_prop_MultiPreserve (collecting)
[ ] 1047    0    0   91 / 1000    51.3s test_prop_MultiPreserve (collecting)
[ ] 1059    0    0   93 / 1000    51.4s test_prop_MultiPreserve (collecting)
[ ] 1072    0    0   93 / 1000    51.7s test_prop_MultiPreserve (collecting)
[ ] 1112    0    0   97 / 1000    51.9s test_prop_MultiPreserve (collecting)
[ ] 1134    0    0  101 / 1000    52.0s test_prop_MultiPreserve (collecting)
[ ] 1158    0    0  102 / 1000    52.7s test_prop_MultiPreserve (collecting)
[ ] 1195    0    0  107 / 1000    52.9s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0  108 / 1000    52.9s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 52613.17]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]    2    0    0    1 / 1000     0.9s test_prop_MultiPreserve (collecting)
[ ]    6    0    0    2 / 1000     1.2s test_prop_MultiPreserve (collecting)
[ ]   67    0    0    8 / 1000     2.0s test_prop_MultiPreserve (collecting)
[ ]   89    0    0    9 / 1000     2.9s test_prop_MultiPreserve (collecting)
[ ]   92    0    0   10 / 1000     3.7s test_prop_MultiPreserve (collecting)
[ ]  102    0    0   10 / 1000     4.0s test_prop_MultiPreserve (collecting)
[ ]  116    0    0   12 / 1000     4.4s test_prop_MultiPreserve (collecting)
[ ]  127    0    0   13 / 1000     6.6s test_prop_MultiPreserve (collecting)
[ ]  135    0    0   14 / 1000     7.5s test_prop_MultiPreserve (collecting)
[ ]  148    0    0   14 / 1000    10.2s test_prop_MultiPreserve (collecting)
[ ]  166    0    0   16 / 1000    10.7s test_prop_MultiPreserve (collecting)
[ ]  167    0    0   16 / 1000    11.7s test_prop_MultiPreserve (collecting)
[ ]  183    0    0   18 / 1000    12.0s test_prop_MultiPreserve (collecting)
[ ]  201    0    0   18 / 1000    12.8s test_prop_MultiPreserve (collecting)
[ ]  216    0    0   19 / 1000    13.6s test_prop_MultiPreserve (collecting)
[ ]  217    0    0   19 / 1000    14.2s test_prop_MultiPreserve (collecting)
[ ]  218    0    0   19 / 1000    14.9s test_prop_MultiPreserve (collecting)
[ ]  224    0    0   19 / 1000    15.6s test_prop_MultiPreserve (collecting)
[ ]  237    0    0   20 / 1000    15.8s test_prop_MultiPreserve (collecting)
