[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]  306    0    0   29 / 1000    15.4s test_prop_MultiPreserve (collecting)
[ ]  312    0    0   30 / 1000    17.9s test_prop_MultiPreserve (collecting)
[ ]  360    0    0   32 / 1000    18.0s test_prop_MultiPreserve (collecting)
[ ]  372    0    0   32 / 1000    18.7s test_prop_MultiPreserve (collecting)
[ ]  401    0    0   36 / 1000    18.8s test_prop_MultiPreserve (collecting)
[ ]  411    0    0   36 / 1000    19.7s test_prop_MultiPreserve (collecting)
[ ]  419    0    0   37 / 1000    20.3s test_prop_MultiPreserve (collecting)
[ ]  426    0    0   38 / 1000    21.0s test_prop_MultiPreserve (collecting)
[ ]  440    0    0   41 / 1000    21.1s test_prop_MultiPreserve (collecting)
[ ]  445    0    0   42 / 1000    23.3s test_prop_MultiPreserve (collecting)
[ ]  462    0    0   45 / 1000    26.1s test_prop_MultiPreserve (collecting)
[ ]  463    0    0   45 / 1000    28.4s test_prop_MultiPreserve (collecting)
[ ]  468    0    0   47 / 1000    28.5s test_prop_MultiPreserve (collecting)
[ ]  524    0    0   52 / 1000    29.0s test_prop_MultiPreserve (collecting)
[ ]  529    0    0   52 / 1000    29.9s test_prop_MultiPreserve (collecting)
[ ]  559    0    0   53 / 1000    30.1s test_prop_MultiPreserve (collecting)
[ ]  569    0    0   55 / 1000    30.2s test_prop_MultiPreserve (collecting)
[ ]  601    0    0   59 / 1000    30.3s test_prop_MultiPreserve (collecting)
[ ]  636    0    0   65 / 1000    30.4s test_prop_MultiPreserve (collecting)
[ ]  661    0    0   65 / 1000    30.6s test_prop_MultiPreserve (collecting)
[ ]  679    0    0   65 / 1000    32.9s test_prop_MultiPreserve (collecting)
[ ]  685    0    0   65 / 1000    33.3s test_prop_MultiPreserve (collecting)
[ ]  693    0    0   66 / 1000    33.5s test_prop_MultiPreserve (collecting)
[ ]  706    0    0   67 / 1000    35.8s test_prop_MultiPreserve (collecting)
[ ]  739    0    0   70 / 1000    36.2s test_prop_MultiPreserve (collecting)
[ ]  745    0    0   71 / 1000    36.7s test_prop_MultiPreserve (collecting)
[ ]  752    0    0   71 / 1000    36.8s test_prop_MultiPreserve (collecting)
[ ]  769    0    0   71 / 1000    37.6s test_prop_MultiPreserve (collecting)
[ ]  770    0    0   71 / 1000    37.9s test_prop_MultiPreserve (collecting)
[ ]  793    0    0   72 / 1000    38.0s test_prop_MultiPreserve (collecting)
[ ]  825    0    0   77 / 1000    38.1s test_prop_MultiPreserve (collecting)
[ ]  831    0    0   78 / 1000    40.5s test_prop_MultiPreserve (collecting)
[ ]  832    0    0   78 / 1000    43.5s test_prop_MultiPreserve (collecting)
[ ]  852    0    0   79 / 1000    44.4s test_prop_MultiPreserve (collecting)
[ ]  872    0    0   79 / 1000    45.2s test_prop_MultiPreserve (collecting)
[ ]  890    0    0   81 / 1000    45.9s test_prop_MultiPreserve (collecting)
[ ]  912    0    0   83 / 1000    46.1s test_prop_MultiPreserve (collecting)
[ ]  925    0    0   86 / 1000    48.3s test_prop_MultiPreserve (collecting)
[ ]  926    0    0   86 / 1000    50.8s test_prop_MultiPreserve (collecting)
[ ]  930    0    0   86 / 1000    51.5s test_prop_MultiPreserve (collecting)
[ ]  960    0    0   86 / 1000    51.6s test_prop_MultiPreserve (collecting)
[ ]  991    0    0   87 / 1000    51.8s test_prop_MultiPreserve (collecting)
[ ] 1013    0    0   88 / 1000    52.0s test_prop_MultiPreserve (collecting)
[ ] 1029    0    0   90 / 1000    52.1s test_prop_MultiPreserve (collecting)
[ ] 1032    0    0   90 / 1000    52.9s test_prop_MultiPreserve (collecting)
[ ] 1054    0    0   95 / 1000    53.7s test_prop_MultiPreserve (collecting)
[ ] 1059    0    0   95 / 1000    53.8s test_prop_MultiPreserve (collecting)
[ ] 1069    0    0   95 / 1000    56.1s test_prop_MultiPreserve (collecting)
[ ] 1109    0    0   96 / 1000    56.2s test_prop_MultiPreserve (collecting)
[ ] 1110    0    0   96 / 1000    56.9s test_prop_MultiPreserve (collecting)
[ ] 1133    0    0   98 / 1000    57.0s test_prop_MultiPreserve (collecting)
[ ] 1140    0    0   98 / 1000    57.1s test_prop_MultiPreserve (collecting)
[ ] 1158    0    0  101 / 1000    57.2s test_prop_MultiPreserve (collecting)
[ ] 1163    0    0  101 / 1000    57.5s test_prop_MultiPreserve (collecting)
[ ] 1174    0    0  104 / 1000    59.6s test_prop_MultiPreserve (collecting)
[ ] 1190    0    0  105 / 1000    60.1s test_prop_MultiPreserve (collecting)
[ ] 1197    0    0  107 / 1000    60.2s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0  107 / 1000    60.2s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 59956.43]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   15    0    0    1 / 1000     0.8s test_prop_MultiPreserve (collecting)
[ ]   22    0    0    1 / 1000     1.0s test_prop_MultiPreserve (collecting)
[ ]   23    0    0    1 / 1000     1.7s test_prop_MultiPreserve (collecting)
[ ]   30    0    0    1 / 1000     1.9s test_prop_MultiPreserve (collecting)
[ ]   35    0    0    1 / 1000     4.1s test_prop_MultiPreserve (collecting)
[ ]   70    0    0    3 / 1000     4.3s test_prop_MultiPreserve (collecting)
[ ]   92    0    0    3 / 1000     4.4s test_prop_MultiPreserve (collecting)
[ ]  114    0    0    5 / 1000     5.0s test_prop_MultiPreserve (collecting)
[ ]  156    0    0    8 / 1000     6.1s test_prop_MultiPreserve (collecting)
[ ]  161    0    0    8 / 1000     6.2s test_prop_MultiPreserve (collecting)
[ ]  192    0    0   10 / 1000     6.4s test_prop_MultiPreserve (collecting)
[ ]  200    0    0   11 / 1000     7.2s test_prop_MultiPreserve (collecting)
[ ]  209    0    0   11 / 1000     8.1s test_prop_MultiPreserve (collecting)
[ ]  252    0    0   19 / 1000     8.2s test_prop_MultiPreserve (collecting)
[ ]  257    0    0   19 / 1000     8.5s test_prop_MultiPreserve (collecting)
[ ]  283    0    0   19 / 1000     9.3s test_prop_MultiPreserve (collecting)
[ ]  296    0    0   19 / 1000     9.4s test_prop_MultiPreserve (collecting)
[ ]  300    0    0   19 / 1000    10.2s test_prop_MultiPreserve (collecting)
[ ]  311    0    0   20 / 1000    10.9s test_prop_MultiPreserve (collecting)
[ ]  362    0    0   21 / 1000    11.8s test_prop_MultiPreserve (collecting)
[ ]  367    0    0   21 / 1000    11.9s test_prop_MultiPreserve (collecting)
[ ]  382    0    0   22 / 1000    12.6s test_prop_MultiPreserve (collecting)
[ ]  384    0    0   22 / 1000    14.7s test_prop_MultiPreserve (collecting)
[ ]  387    0    0   22 / 1000    15.1s test_prop_MultiPreserve (collecting)
[ ]  397    0    0   22 / 1000    15.4s test_prop_MultiPreserve (collecting)
[ ]  426    0    0   23 / 1000    16.0s test_prop_MultiPreserve (collecting)
[ ]  445    0    0   25 / 1000    16.1s test_prop_MultiPreserve (collecting)
[ ]  467    0    0   27 / 1000    16.3s test_prop_MultiPreserve (collecting)
[ ]  479    0    0   28 / 1000    18.7s test_prop_MultiPreserve (collecting)
[ ]  521    0    0   32 / 1000    20.8s test_prop_MultiPreserve (collecting)
[ ]  527    0    0   32 / 1000    21.7s test_prop_MultiPreserve (collecting)
[ ]  568    0    0   33 / 1000    21.8s test_prop_MultiPreserve (collecting)
[ ]  599    0    0   34 / 1000    21.9s test_prop_MultiPreserve (collecting)
[ ]  612    0    0   36 / 1000    23.1s test_prop_MultiPreserve (collecting)
[ ]  621    0    0   36 / 1000    25.5s test_prop_MultiPreserve (collecting)
[ ]  629    0    0   36 / 1000    25.6s test_prop_MultiPreserve (collecting)
[ ]  659    0    0   36 / 1000    26.4s test_prop_MultiPreserve (collecting)
[ ]  752    0    0   50 / 1000    27.4s test_prop_MultiPreserve (collecting)
[ ]  769    0    0   50 / 1000    27.5s test_prop_MultiPreserve (collecting)
[ ]  804    0    0   52 / 1000    29.7s test_prop_MultiPreserve (collecting)
[ ]  808    0    0   52 / 1000    29.8s test_prop_MultiPreserve (collecting)
[ ]  816    0    0   53 / 1000    30.5s test_prop_MultiPreserve (collecting)
[ ]  862    0    0   58 / 1000    30.6s test_prop_MultiPreserve (collecting)
[ ]  864    0    0   58 / 1000    32.7s test_prop_MultiPreserve (collecting)
[ ]  876    0    0   60 / 1000    32.8s test_prop_MultiPreserve (collecting)
[ ]  878    0    0   60 / 1000    33.8s test_prop_MultiPreserve (collecting)
[ ]  888    0    0   61 / 1000    34.5s test_prop_MultiPreserve (collecting)
[ ]  889    0    0   61 / 1000    35.2s test_prop_MultiPreserve (collecting)
[ ]  907    0    0   62 / 1000    35.3s test_prop_MultiPreserve (collecting)
[ ]  930    0    0   62 / 1000    35.4s test_prop_MultiPreserve (collecting)
[ ]  934    0    0   63 / 1000    35.7s test_prop_MultiPreserve (collecting)
[ ]  936    0    0   63 / 1000    36.4s test_prop_MultiPreserve (collecting)
[ ]  964    0    0   67 / 1000    36.5s test_prop_MultiPreserve (collecting)
[ ]  977    0    0   67 / 1000    38.8s test_prop_MultiPreserve (collecting)
[ ]  991    0    0   68 / 1000    39.3s test_prop_MultiPreserve (collecting)
[ ]  999    0    0   69 / 1000    41.7s test_prop_MultiPreserve (collecting)
[ ] 1002    0    0   70 / 1000    42.3s test_prop_MultiPreserve (collecting)
[ ] 1046    0    0   76 / 1000    42.5s test_prop_MultiPreserve (collecting)
[ ] 1060    0    0   76 / 1000    42.9s test_prop_MultiPreserve (collecting)
[ ] 1093    0    0   78 / 1000    43.1s test_prop_MultiPreserve (collecting)
[ ] 1127    0    0   80 / 1000    43.9s test_prop_MultiPreserve (collecting)
[ ] 1147    0    0   82 / 1000    44.6s test_prop_MultiPreserve (collecting)
[ ] 1149    0    0   82 / 1000    47.0s test_prop_MultiPreserve (collecting)
[ ] 1161    0    0   84 / 1000    47.1s test_prop_MultiPreserve (collecting)
[ ] 1164    0    0   84 / 1000    47.6s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   88 / 1000    47.7s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 47640.52]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   18    0    0    3 / 1000     0.8s test_prop_MultiPreserve (collecting)
[ ]   36    0    0    6 / 1000     0.9s test_prop_MultiPreserve (collecting)
[ ]   53    0    0    7 / 1000     1.1s test_prop_MultiPreserve (collecting)
[ ]   91    0    0   11 / 1000     1.3s test_prop_MultiPreserve (collecting)
[ ]  116    0    0   15 / 1000     1.4s test_prop_MultiPreserve (collecting)
[ ]  122    0    0   15 / 1000     1.5s test_prop_MultiPreserve (collecting)
[ ]  146    0    0   18 / 1000     1.6s test_prop_MultiPreserve (collecting)
[ ]  163    0    0   19 / 1000     2.4s test_prop_MultiPreserve (collecting)
[ ]  175    0    0   21 / 1000     2.6s test_prop_MultiPreserve (collecting)
[ ]  183    0    0   21 / 1000     2.8s test_prop_MultiPreserve (collecting)
[ ]  185    0    0   22 / 1000     3.6s test_prop_MultiPreserve (collecting)
[ ]  187    0    0   22 / 1000     4.4s test_prop_MultiPreserve (collecting)
[ ]  195    0    0   22 / 1000     5.2s test_prop_MultiPreserve (collecting)
[ ]  224    0    0   25 / 1000     5.3s test_prop_MultiPreserve (collecting)
[ ]  225    0    0   25 / 1000     6.1s test_prop_MultiPreserve (collecting)
[ ]  236    0    0   25 / 1000     6.9s test_prop_MultiPreserve (collecting)
[ ]  255    0    0   26 / 1000     7.0s test_prop_MultiPreserve (collecting)
[ ]  282    0    0   27 / 1000     7.9s test_prop_MultiPreserve (collecting)
[ ]  287    0    0   27 / 1000     8.5s test_prop_MultiPreserve (collecting)
[ ]  300    0    0   28 / 1000     8.6s test_prop_MultiPreserve (collecting)
[ ]  311    0    0   28 / 1000     9.5s test_prop_MultiPreserve (collecting)
[ ]  315    0    0   29 / 1000    10.2s test_prop_MultiPreserve (collecting)
[ ]  341    0    0   31 / 1000    11.1s test_prop_MultiPreserve (collecting)
[ ]  347    0    0   32 / 1000    11.4s test_prop_MultiPreserve (collecting)
[ ]  359    0    0   33 / 1000    13.5s test_prop_MultiPreserve (collecting)
[ ]  381    0    0   34 / 1000    16.6s test_prop_MultiPreserve (collecting)
[ ]  393    0    0   35 / 1000    17.1s test_prop_MultiPreserve (collecting)
[ ]  394    0    0   35 / 1000    19.5s test_prop_MultiPreserve (collecting)
[ ]  419    0    0   39 / 1000    19.7s test_prop_MultiPreserve (collecting)
[ ]  420    0    0   39 / 1000    20.5s test_prop_MultiPreserve (collecting)
[ ]  440    0    0   39 / 1000    20.6s test_prop_MultiPreserve (collecting)
[ ]  468    0    0   41 / 1000    21.5s test_prop_MultiPreserve (collecting)
[ ]  497    0    0   45 / 1000    21.7s test_prop_MultiPreserve (collecting)
[ ]  511    0    0   46 / 1000    24.2s test_prop_MultiPreserve (collecting)
[ ]  529    0    0   49 / 1000    24.7s test_prop_MultiPreserve (collecting)
[ ]  534    0    0   50 / 1000    24.9s test_prop_MultiPreserve (collecting)
[ ]  535    0    0   50 / 1000    25.7s test_prop_MultiPreserve (collecting)
[ ]  558    0    0   51 / 1000    25.8s test_prop_MultiPreserve (collecting)
[ ]  563    0    0   53 / 1000    26.7s test_prop_MultiPreserve (collecting)
[ ]  592    0    0   54 / 1000    26.9s test_prop_MultiPreserve (collecting)
[ ]  622    0    0   56 / 1000    27.1s test_prop_MultiPreserve (collecting)
[ ]  644    0    0   58 / 1000    27.9s test_prop_MultiPreserve (collecting)
[ ]  698    0    0   64 / 1000    28.0s test_prop_MultiPreserve (collecting)
[ ]  702    0    0   64 / 1000    28.8s test_prop_MultiPreserve (collecting)
[ ]  712    0    0   64 / 1000    28.9s test_prop_MultiPreserve (collecting)
[ ]  744    0    0   67 / 1000    29.0s test_prop_MultiPreserve (collecting)
[ ]  752    0    0   67 / 1000    29.3s test_prop_MultiPreserve (collecting)
[ ]  786    0    0   70 / 1000    29.4s test_prop_MultiPreserve (collecting)
[ ]  795    0    0   71 / 1000    29.6s test_prop_MultiPreserve (collecting)
[ ]  820    0    0   72 / 1000    30.0s test_prop_MultiPreserve (collecting)
[ ]  831    0    0   72 / 1000    30.7s test_prop_MultiPreserve (collecting)
[ ]  833    0    0   72 / 1000    31.5s test_prop_MultiPreserve (collecting)
[ ]  839    0    0   72 / 1000    32.3s test_prop_MultiPreserve (collecting)
[ ]  874    0    0   74 / 1000    32.4s test_prop_MultiPreserve (collecting)
[ ]  898    0    0   75 / 1000    32.5s test_prop_MultiPreserve (collecting)
[ ]  905    0    0   75 / 1000    33.2s test_prop_MultiPreserve (collecting)
[ ]  918    0    0   76 / 1000    33.3s test_prop_MultiPreserve (collecting)
[ ]  930    0    0   77 / 1000    33.4s test_prop_MultiPreserve (collecting)
[ ]  952    0    0   80 / 1000    33.6s test_prop_MultiPreserve (collecting)
[ ]  962    0    0   81 / 1000    33.7s test_prop_MultiPreserve (collecting)
[ ]  969    0    0   82 / 1000    34.5s test_prop_MultiPreserve (collecting)
[ ]  980    0    0   82 / 1000    35.2s test_prop_MultiPreserve (collecting)
[ ]  995    0    0   85 / 1000    35.6s test_prop_MultiPreserve (collecting)
[ ] 1020    0    0   86 / 1000    35.7s test_prop_MultiPreserve (collecting)
[ ] 1033    0    0   86 / 1000    35.9s test_prop_MultiPreserve (collecting)
[ ] 1080    0    0   89 / 1000    36.8s test_prop_MultiPreserve (collecting)
[ ] 1105    0    0   90 / 1000    36.9s test_prop_MultiPreserve (collecting)
[ ] 1117    0    0   90 / 1000    37.2s test_prop_MultiPreserve (collecting)
[ ] 1128    0    0   91 / 1000    37.3s test_prop_MultiPreserve (collecting)
[ ] 1129    0    0   91 / 1000    38.0s test_prop_MultiPreserve (collecting)
[ ] 1133    0    0   91 / 1000    40.3s test_prop_MultiPreserve (collecting)
[ ] 1155    0    0   94 / 1000    41.1s test_prop_MultiPreserve (collecting)
[ ] 1170    0    0   95 / 1000    41.7s test_prop_MultiPreserve (collecting)
[ ] 1176    0    0   95 / 1000    41.8s test_prop_MultiPreserve (collecting)
[ ] 1183    0    0   95 / 1000    42.6s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   99 / 1000    42.7s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 42648.32]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   30    0    0    3 / 1000     0.1s test_prop_MultiPreserve (collecting)
[ ]   49    0    0    4 / 1000     0.2s test_prop_MultiPreserve (collecting)
[ ]   77    0    0   11 / 1000     1.0s test_prop_MultiPreserve (collecting)
[ ]   89    0    0   15 / 1000     1.2s test_prop_MultiPreserve (collecting)
[ ]  116    0    0   16 / 1000     2.0s test_prop_MultiPreserve (collecting)
[ ]  136    0    0   18 / 1000     4.4s test_prop_MultiPreserve (collecting)
[ ]  171    0    0   21 / 1000     5.3s test_prop_MultiPreserve (collecting)
[ ]  184    0    0   22 / 1000     5.9s test_prop_MultiPreserve (collecting)
[ ]  187    0    0   24 / 1000     6.1s test_prop_MultiPreserve (collecting)
[ ]  190    0    0   24 / 1000     8.4s test_prop_MultiPreserve (collecting)
[ ]  217    0    0   26 / 1000     9.5s test_prop_MultiPreserve (collecting)
[ ]  251    0    0   27 / 1000    10.3s test_prop_MultiPreserve (collecting)
[ ]  306    0    0   27 / 1000    10.4s test_prop_MultiPreserve (collecting)
[ ]  327    0    0   28 / 1000    10.7s test_prop_MultiPreserve (collecting)
[ ]  337    0    0   29 / 1000    11.5s test_prop_MultiPreserve (collecting)
[ ]  346    0    0   30 / 1000    11.7s test_prop_MultiPreserve (collecting)
[ ]  382    0    0   32 / 1000    12.4s test_prop_MultiPreserve (collecting)
[ ]  411    0    0   34 / 1000    13.2s test_prop_MultiPreserve (collecting)
[ ]  430    0    0   34 / 1000    14.0s test_prop_MultiPreserve (collecting)
[ ]  457    0    0   37 / 1000    14.1s test_prop_MultiPreserve (collecting)
[ ]  461    0    0   37 / 1000    14.5s test_prop_MultiPreserve (collecting)
[ ]  485    0    0   37 / 1000    14.6s test_prop_MultiPreserve (collecting)
[ ]  502    0    0   38 / 1000    14.7s test_prop_MultiPreserve (collecting)
[ ]  510    0    0   39 / 1000    15.4s test_prop_MultiPreserve (collecting)
[ ]  520    0    0   39 / 1000    17.6s test_prop_MultiPreserve (collecting)
[ ]  540    0    0   42 / 1000    20.0s test_prop_MultiPreserve (collecting)
[ ]  543    0    0   42 / 1000    20.6s test_prop_MultiPreserve (collecting)
[ ]  564    0    0   43 / 1000    20.7s test_prop_MultiPreserve (collecting)
[ ]  595    0    0   47 / 1000    20.8s test_prop_MultiPreserve (collecting)
[ ]  623    0    0   50 / 1000    20.9s test_prop_MultiPreserve (collecting)
[ ]  625    0    0   50 / 1000    21.9s test_prop_MultiPreserve (collecting)
[ ]  633    0    0   50 / 1000    22.7s test_prop_MultiPreserve (collecting)
[ ]  650    0    0   54 / 1000    23.6s test_prop_MultiPreserve (collecting)
[ ]  705    0    0   64 / 1000    24.5s test_prop_MultiPreserve (collecting)
[ ]  706    0    0   64 / 1000    25.2s test_prop_MultiPreserve (collecting)
[ ]  727    0    0   67 / 1000    26.1s test_prop_MultiPreserve (collecting)
[ ]  743    0    0   67 / 1000    26.4s test_prop_MultiPreserve (collecting)
[ ]  766    0    0   71 / 1000    28.5s test_prop_MultiPreserve (collecting)
