[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[✓] 1200    0    0  108 / 1000    47.6s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 47259.23]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   12    0    0    0 / 1000     0.4s test_prop_SinglePreserve (collecting)
[ ]   41    0    0    1 / 1000     0.5s test_prop_SinglePreserve (collecting)
[ ]   45    0    0    1 / 1000     1.2s test_prop_SinglePreserve (collecting)
[ ]   48    0    0    1 / 1000     3.5s test_prop_SinglePreserve (collecting)
[ ]   73    0    0    2 / 1000     4.3s test_prop_SinglePreserve (collecting)
[ ]   80    0    0    2 / 1000     4.4s test_prop_SinglePreserve (collecting)
[ ]   90    0    0    2 / 1000     6.4s test_prop_SinglePreserve (collecting)
[ ]   96    0    0    2 / 1000     6.5s test_prop_SinglePreserve (collecting)
[ ]  102    0    0    3 / 1000     7.4s test_prop_SinglePreserve (collecting)
[ ]  111    0    0    4 / 1000     7.6s test_prop_SinglePreserve (collecting)
[ ]  166    0    0    6 / 1000     8.5s test_prop_SinglePreserve (collecting)
[ ]  217    0    0   10 / 1000     8.6s test_prop_SinglePreserve (collecting)
[ ]  219    0    0   10 / 1000     8.7s test_prop_SinglePreserve (collecting)
[ ]  228    0    0   12 / 1000     9.5s test_prop_SinglePreserve (collecting)
[ ]  236    0    0   13 / 1000     9.9s test_prop_SinglePreserve (collecting)
[ ]  284    0    0   17 / 1000    10.0s test_prop_SinglePreserve (collecting)
[ ]  294    0    0   17 / 1000    12.3s test_prop_SinglePreserve (collecting)
[ ]  303    0    0   17 / 1000    12.4s test_prop_SinglePreserve (collecting)
[ ]  317    0    0   18 / 1000    13.3s test_prop_SinglePreserve (collecting)
[ ]  334    0    0   18 / 1000    14.4s test_prop_SinglePreserve (collecting)
[ ]  385    0    0   22 / 1000    16.7s test_prop_SinglePreserve (collecting)
[ ]  412    0    0   24 / 1000    17.5s test_prop_SinglePreserve (collecting)
[ ]  433    0    0   25 / 1000    18.4s test_prop_SinglePreserve (collecting)
[ ]  438    0    0   25 / 1000    20.7s test_prop_SinglePreserve (collecting)
[ ]  482    0    0   33 / 1000    21.0s test_prop_SinglePreserve (collecting)
[ ]  487    0    0   33 / 1000    21.1s test_prop_SinglePreserve (collecting)
[ ]  489    0    0   33 / 1000    23.3s test_prop_SinglePreserve (collecting)
[ ]  499    0    0   34 / 1000    23.4s test_prop_SinglePreserve (collecting)
[ ]  500    0    0   34 / 1000    24.1s test_prop_SinglePreserve (collecting)
[ ]  507    0    0   35 / 1000    26.2s test_prop_SinglePreserve (collecting)
[ ]  527    0    0   38 / 1000    28.4s test_prop_SinglePreserve (collecting)
[ ]  536    0    0   38 / 1000    28.9s test_prop_SinglePreserve (collecting)
[ ]  550    0    0   40 / 1000    29.0s test_prop_SinglePreserve (collecting)
[ ]  566    0    0   41 / 1000    29.8s test_prop_SinglePreserve (collecting)
[ ]  599    0    0   45 / 1000    32.2s test_prop_SinglePreserve (collecting)
[ ]  608    0    0   45 / 1000    32.3s test_prop_SinglePreserve (collecting)
[ ]  617    0    0   45 / 1000    33.1s test_prop_SinglePreserve (collecting)
[ ]  620    0    0   45 / 1000    35.4s test_prop_SinglePreserve (collecting)
[ ]  630    0    0   45 / 1000    36.2s test_prop_SinglePreserve (collecting)
[ ]  652    0    0   46 / 1000    36.4s test_prop_SinglePreserve (collecting)
[ ]  673    0    0   48 / 1000    36.5s test_prop_SinglePreserve (collecting)
[ ]  708    0    0   49 / 1000    36.7s test_prop_SinglePreserve (collecting)
[ ]  751    0    0   52 / 1000    37.0s test_prop_SinglePreserve (collecting)
[ ]  770    0    0   53 / 1000    37.3s test_prop_SinglePreserve (collecting)
[ ]  788    0    0   54 / 1000    39.5s test_prop_SinglePreserve (collecting)
[ ]  803    0    0   55 / 1000    39.6s test_prop_SinglePreserve (collecting)
[ ]  814    0    0   57 / 1000    40.6s test_prop_SinglePreserve (collecting)
[ ]  842    0    0   59 / 1000    41.3s test_prop_SinglePreserve (collecting)
[ ]  854    0    0   59 / 1000    42.1s test_prop_SinglePreserve (collecting)
[ ]  869    0    0   63 / 1000    42.2s test_prop_SinglePreserve (collecting)
[ ]  895    0    0   64 / 1000    42.3s test_prop_SinglePreserve (collecting)
[ ]  936    0    0   70 / 1000    43.2s test_prop_SinglePreserve (collecting)
[ ]  946    0    0   70 / 1000    43.3s test_prop_SinglePreserve (collecting)
[ ]  959    0    0   71 / 1000    44.0s test_prop_SinglePreserve (collecting)
[ ]  968    0    0   74 / 1000    44.8s test_prop_SinglePreserve (collecting)
[ ]  978    0    0   74 / 1000    45.6s test_prop_SinglePreserve (collecting)
[ ]  981    0    0   74 / 1000    45.8s test_prop_SinglePreserve (collecting)
[ ]  991    0    0   75 / 1000    46.5s test_prop_SinglePreserve (collecting)
[ ] 1004    0    0   77 / 1000    46.8s test_prop_SinglePreserve (collecting)
[ ] 1020    0    0   78 / 1000    48.9s test_prop_SinglePreserve (collecting)
[ ] 1027    0    0   78 / 1000    49.0s test_prop_SinglePreserve (collecting)
[ ] 1051    0    0   79 / 1000    49.1s test_prop_SinglePreserve (collecting)
[ ] 1057    0    0   79 / 1000    49.9s test_prop_SinglePreserve (collecting)
[ ] 1061    0    0   79 / 1000    50.9s test_prop_SinglePreserve (collecting)
[ ] 1070    0    0   82 / 1000    51.1s test_prop_SinglePreserve (collecting)
[ ] 1129    0    0   90 / 1000    51.2s test_prop_SinglePreserve (collecting)
[ ] 1135    0    0   90 / 1000    52.1s test_prop_SinglePreserve (collecting)
[ ] 1192    0    0   96 / 1000    54.4s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   96 / 1000    54.4s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 54235.52]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   28    0    0    2 / 1000     0.1s test_prop_SinglePreserve (collecting)
[ ]   43    0    0    5 / 1000     1.0s test_prop_SinglePreserve (collecting)
[ ]   73    0    0    6 / 1000     1.1s test_prop_SinglePreserve (collecting)
[ ]   80    0    0    6 / 1000     3.4s test_prop_SinglePreserve (collecting)
[ ]   95    0    0    8 / 1000     3.6s test_prop_SinglePreserve (collecting)
[ ]  124    0    0   11 / 1000     4.0s test_prop_SinglePreserve (collecting)
[ ]  151    0    0   13 / 1000     6.3s test_prop_SinglePreserve (collecting)
[ ]  168    0    0   13 / 1000     6.5s test_prop_SinglePreserve (collecting)
[ ]  223    0    0   14 / 1000     6.6s test_prop_SinglePreserve (collecting)
[ ]  239    0    0   15 / 1000     7.0s test_prop_SinglePreserve (collecting)
[ ]  264    0    0   19 / 1000     7.2s test_prop_SinglePreserve (collecting)
[ ]  291    0    0   21 / 1000     7.3s test_prop_SinglePreserve (collecting)
[ ]  296    0    0   21 / 1000     8.1s test_prop_SinglePreserve (collecting)
[ ]  302    0    0   22 / 1000    10.5s test_prop_SinglePreserve (collecting)
[ ]  317    0    0   22 / 1000    10.6s test_prop_SinglePreserve (collecting)
[ ]  326    0    0   22 / 1000    10.8s test_prop_SinglePreserve (collecting)
[ ]  342    0    0   23 / 1000    10.9s test_prop_SinglePreserve (collecting)
[ ]  361    0    0   25 / 1000    11.0s test_prop_SinglePreserve (collecting)
[ ]  369    0    0   26 / 1000    11.4s test_prop_SinglePreserve (collecting)
[ ]  388    0    0   29 / 1000    11.5s test_prop_SinglePreserve (collecting)
[ ]  409    0    0   29 / 1000    11.6s test_prop_SinglePreserve (collecting)
[ ]  434    0    0   33 / 1000    11.7s test_prop_SinglePreserve (collecting)
[ ]  448    0    0   35 / 1000    12.7s test_prop_SinglePreserve (collecting)
[ ]  470    0    0   37 / 1000    13.6s test_prop_SinglePreserve (collecting)
[ ]  489    0    0   38 / 1000    15.7s test_prop_SinglePreserve (collecting)
[ ]  533    0    0   41 / 1000    15.8s test_prop_SinglePreserve (collecting)
[ ]  543    0    0   42 / 1000    16.0s test_prop_SinglePreserve (collecting)
[ ]  551    0    0   43 / 1000    16.8s test_prop_SinglePreserve (collecting)
[ ]  593    0    0   48 / 1000    16.9s test_prop_SinglePreserve (collecting)
[ ]  609    0    0   50 / 1000    19.2s test_prop_SinglePreserve (collecting)
[ ]  619    0    0   50 / 1000    19.3s test_prop_SinglePreserve (collecting)
[ ]  630    0    0   52 / 1000    22.3s test_prop_SinglePreserve (collecting)
[ ]  681    0    0   55 / 1000    23.2s test_prop_SinglePreserve (collecting)
[ ]  718    0    0   56 / 1000    23.3s test_prop_SinglePreserve (collecting)
[ ]  723    0    0   57 / 1000    25.8s test_prop_SinglePreserve (collecting)
[ ]  728    0    0   57 / 1000    26.3s test_prop_SinglePreserve (collecting)
[ ]  732    0    0   57 / 1000    26.4s test_prop_SinglePreserve (collecting)
[ ]  751    0    0   58 / 1000    26.6s test_prop_SinglePreserve (collecting)
[ ]  769    0    0   59 / 1000    28.8s test_prop_SinglePreserve (collecting)
[ ]  783    0    0   59 / 1000    28.9s test_prop_SinglePreserve (collecting)
[ ]  791    0    0   60 / 1000    29.7s test_prop_SinglePreserve (collecting)
[ ]  823    0    0   62 / 1000    29.8s test_prop_SinglePreserve (collecting)
[ ]  861    0    0   63 / 1000    29.9s test_prop_SinglePreserve (collecting)
[ ]  889    0    0   66 / 1000    30.1s test_prop_SinglePreserve (collecting)
[ ]  896    0    0   66 / 1000    30.3s test_prop_SinglePreserve (collecting)
[ ]  913    0    0   66 / 1000    30.4s test_prop_SinglePreserve (collecting)
[ ]  917    0    0   66 / 1000    30.5s test_prop_SinglePreserve (collecting)
[ ]  928    0    0   67 / 1000    30.7s test_prop_SinglePreserve (collecting)
[ ]  936    0    0   67 / 1000    31.5s test_prop_SinglePreserve (collecting)
[ ]  954    0    0   68 / 1000    31.6s test_prop_SinglePreserve (collecting)
[ ]  956    0    0   68 / 1000    34.2s test_prop_SinglePreserve (collecting)
[ ]  998    0    0   73 / 1000    34.3s test_prop_SinglePreserve (collecting)
[ ] 1024    0    0   75 / 1000    34.4s test_prop_SinglePreserve (collecting)
[ ] 1032    0    0   77 / 1000    36.5s test_prop_SinglePreserve (collecting)
[ ] 1045    0    0   79 / 1000    39.0s test_prop_SinglePreserve (collecting)
[ ] 1048    0    0   79 / 1000    41.5s test_prop_SinglePreserve (collecting)
[ ] 1051    0    0   79 / 1000    44.6s test_prop_SinglePreserve (collecting)
[ ] 1063    0    0   79 / 1000    45.0s test_prop_SinglePreserve (collecting)
[ ] 1082    0    0   79 / 1000    45.3s test_prop_SinglePreserve (collecting)
[ ] 1111    0    0   79 / 1000    45.4s test_prop_SinglePreserve (collecting)
[ ] 1131    0    0   80 / 1000    46.2s test_prop_SinglePreserve (collecting)
[ ] 1164    0    0   86 / 1000    46.4s test_prop_SinglePreserve (collecting)
[ ] 1174    0    0   86 / 1000    46.6s test_prop_SinglePreserve (collecting)
[ ] 1196    0    0   88 / 1000    46.7s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   88 / 1000    46.7s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 46545.64]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]    4    0    0    1 / 1000     2.3s test_prop_SinglePreserve (collecting)
[ ]    5    0    0    1 / 1000     3.2s test_prop_SinglePreserve (collecting)
[ ]   39    0    0    5 / 1000     3.3s test_prop_SinglePreserve (collecting)
[ ]   45    0    0    6 / 1000     3.5s test_prop_SinglePreserve (collecting)
[ ]   82    0    0    8 / 1000     3.6s test_prop_SinglePreserve (collecting)
[ ]   93    0    0    8 / 1000     6.1s test_prop_SinglePreserve (collecting)
[ ]  139    0    0   13 / 1000     6.2s test_prop_SinglePreserve (collecting)
[ ]  141    0    0   13 / 1000     8.6s test_prop_SinglePreserve (collecting)
[ ]  173    0    0   19 / 1000     9.1s test_prop_SinglePreserve (collecting)
[ ]  195    0    0   20 / 1000    11.5s test_prop_SinglePreserve (collecting)
[ ]  199    0    0   20 / 1000    12.0s test_prop_SinglePreserve (collecting)
[ ]  204    0    0   20 / 1000    12.1s test_prop_SinglePreserve (collecting)
[ ]  217    0    0   22 / 1000    12.2s test_prop_SinglePreserve (collecting)
[ ]  220    0    0   23 / 1000    12.7s test_prop_SinglePreserve (collecting)
[ ]  225    0    0   24 / 1000    13.6s test_prop_SinglePreserve (collecting)
[ ]  237    0    0   26 / 1000    14.4s test_prop_SinglePreserve (collecting)
[ ]  273    0    0   27 / 1000    14.5s test_prop_SinglePreserve (collecting)
[ ]  279    0    0   28 / 1000    15.3s test_prop_SinglePreserve (collecting)
[ ]  310    0    0   28 / 1000    15.4s test_prop_SinglePreserve (collecting)
[ ]  325    0    0   30 / 1000    16.3s test_prop_SinglePreserve (collecting)
[ ]  337    0    0   30 / 1000    17.2s test_prop_SinglePreserve (collecting)
[ ]  351    0    0   32 / 1000    19.5s test_prop_SinglePreserve (collecting)
[ ]  352    0    0   32 / 1000    19.6s test_prop_SinglePreserve (collecting)
[ ]  355    0    0   33 / 1000    19.8s test_prop_SinglePreserve (collecting)
[ ]  357    0    0   33 / 1000    19.9s test_prop_SinglePreserve (collecting)
[ ]  358    0    0   33 / 1000    20.6s test_prop_SinglePreserve (collecting)
[ ]  359    0    0   33 / 1000    20.9s test_prop_SinglePreserve (collecting)
[ ]  375    0    0   33 / 1000    23.6s test_prop_SinglePreserve (collecting)
[ ]  387    0    0   34 / 1000    23.7s test_prop_SinglePreserve (collecting)
[ ]  394    0    0   34 / 1000    24.5s test_prop_SinglePreserve (collecting)
[ ]  412    0    0   36 / 1000    24.7s test_prop_SinglePreserve (collecting)
[ ]  442    0    0   36 / 1000    25.7s test_prop_SinglePreserve (collecting)
[ ]  463    0    0   38 / 1000    25.8s test_prop_SinglePreserve (collecting)
[ ]  464    0    0   38 / 1000    26.5s test_prop_SinglePreserve (collecting)
[ ]  488    0    0   40 / 1000    27.2s test_prop_SinglePreserve (collecting)
[ ]  510    0    0   41 / 1000    28.0s test_prop_SinglePreserve (collecting)
[ ]  525    0    0   42 / 1000    30.3s test_prop_SinglePreserve (collecting)
[ ]  532    0    0   42 / 1000    30.4s test_prop_SinglePreserve (collecting)
[ ]  547    0    0   44 / 1000    30.9s test_prop_SinglePreserve (collecting)
[ ]  569    0    0   47 / 1000    31.1s test_prop_SinglePreserve (collecting)
[ ]  593    0    0   48 / 1000    31.7s test_prop_SinglePreserve (collecting)
[ ]  616    0    0   50 / 1000    31.9s test_prop_SinglePreserve (collecting)
[ ]  625    0    0   50 / 1000    32.2s test_prop_SinglePreserve (collecting)
[ ]  636    0    0   52 / 1000    32.9s test_prop_SinglePreserve (collecting)
[ ]  671    0    0   54 / 1000    33.0s test_prop_SinglePreserve (collecting)
[ ]  698    0    0   57 / 1000    33.2s test_prop_SinglePreserve (collecting)
[ ]  702    0    0   58 / 1000    33.9s test_prop_SinglePreserve (collecting)
[ ]  709    0    0   59 / 1000    34.5s test_prop_SinglePreserve (collecting)
[ ]  732    0    0   62 / 1000    34.9s test_prop_SinglePreserve (collecting)
[ ]  759    0    0   63 / 1000    35.6s test_prop_SinglePreserve (collecting)
[ ]  761    0    0   63 / 1000    35.8s test_prop_SinglePreserve (collecting)
[ ]  770    0    0   63 / 1000    36.7s test_prop_SinglePreserve (collecting)
[ ]  793    0    0   66 / 1000    37.5s test_prop_SinglePreserve (collecting)
[ ]  838    0    0   70 / 1000    39.7s test_prop_SinglePreserve (collecting)
[ ]  894    0    0   74 / 1000    40.7s test_prop_SinglePreserve (collecting)
[ ]  907    0    0   75 / 1000    41.5s test_prop_SinglePreserve (collecting)
[ ]  926    0    0   77 / 1000    41.6s test_prop_SinglePreserve (collecting)
[ ]  927    0    0   77 / 1000    42.4s test_prop_SinglePreserve (collecting)
[ ]  953    0    0   78 / 1000    42.7s test_prop_SinglePreserve (collecting)
[ ]  970    0    0   78 / 1000    43.5s test_prop_SinglePreserve (collecting)
[ ]  983    0    0   79 / 1000    44.3s test_prop_SinglePreserve (collecting)
[ ] 1007    0    0   81 / 1000    44.5s test_prop_SinglePreserve (collecting)
[ ] 1011    0    0   81 / 1000    45.3s test_prop_SinglePreserve (collecting)
[✗] 1017    0    1   82 / 1000    45.3s test_prop_SinglePreserve

--- Failure --------------------------------------------------------------------

Test test_prop_SinglePreserve failed (0 shrink steps):

\a:Bool,\b:(((Bool->Bool)->Bool)->(Bool->(Bool->Bool))),\c:((Bool->Bool)->Bool),\d:((Bool->Bool)->Bool),c \d:(Bool->Bool),true
================================================================================
failure (1 tests failed, 0 tests errored, ran 1 tests)
|prop_SinglePreserve -> 45183.95]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   19    0    0    4 / 1000     0.9s test_prop_SinglePreserve (collecting)
[ ]   52    0    0    9 / 1000     1.0s test_prop_SinglePreserve (collecting)
[ ]   79    0    0   11 / 1000     1.1s test_prop_SinglePreserve (collecting)
[ ]  104    0    0   14 / 1000     1.2s test_prop_SinglePreserve (collecting)
[ ]  130    0    0   15 / 1000     3.6s test_prop_SinglePreserve (collecting)
[ ]  133    0    0   15 / 1000     3.7s test_prop_SinglePreserve (collecting)
[ ]  159    0    0   17 / 1000     5.9s test_prop_SinglePreserve (collecting)
[ ]  207    0    0   20 / 1000     6.0s test_prop_SinglePreserve (collecting)
[ ]  216    0    0   21 / 1000     6.8s test_prop_SinglePreserve (collecting)
[✗]  218    0    1   21 / 1000     6.8s test_prop_SinglePreserve

--- Failure --------------------------------------------------------------------

Test test_prop_SinglePreserve failed (0 shrink steps):

\a:(Bool->(Bool->(Bool->Bool))),\b:(Bool->Bool),b \b:Bool,true
================================================================================
failure (1 tests failed, 0 tests errored, ran 1 tests)
|prop_SinglePreserve -> 6779.10]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   10    0    0    1 / 1000     0.4s test_prop_SinglePreserve (collecting)
[ ]   30    0    0    3 / 1000     0.5s test_prop_SinglePreserve (collecting)
[ ]   37    0    0    3 / 1000     0.8s test_prop_SinglePreserve (collecting)
[ ]   59    0    0    4 / 1000     1.6s test_prop_SinglePreserve (collecting)
[ ]   61    0    0    4 / 1000     2.3s test_prop_SinglePreserve (collecting)
[ ]   68    0    0    4 / 1000     4.6s test_prop_SinglePreserve (collecting)
[ ]   94    0    0    7 / 1000     5.2s test_prop_SinglePreserve (collecting)
[ ]  123    0    0    7 / 1000     5.6s test_prop_SinglePreserve (collecting)
[ ]  126    0    0    7 / 1000     5.8s test_prop_SinglePreserve (collecting)
[ ]  160    0    0   11 / 1000     5.9s test_prop_SinglePreserve (collecting)
[ ]  212    0    0   17 / 1000     6.0s test_prop_SinglePreserve (collecting)
[ ]  263    0    0   23 / 1000     6.1s test_prop_SinglePreserve (collecting)
[ ]  279    0    0   23 / 1000     8.5s test_prop_SinglePreserve (collecting)
[ ]  305    0    0   25 / 1000     9.5s test_prop_SinglePreserve (collecting)
[ ]  319    0    0   26 / 1000    10.3s test_prop_SinglePreserve (collecting)
[ ]  329    0    0   26 / 1000    11.1s test_prop_SinglePreserve (collecting)
[ ]  341    0    0   27 / 1000    11.9s test_prop_SinglePreserve (collecting)
[ ]  342    0    0   27 / 1000    12.0s test_prop_SinglePreserve (collecting)
[ ]  377    0    0   28 / 1000    12.2s test_prop_SinglePreserve (collecting)
[ ]  404    0    0   31 / 1000    12.3s test_prop_SinglePreserve (collecting)
[ ]  429    0    0   34 / 1000    12.4s test_prop_SinglePreserve (collecting)
[ ]  447    0    0   36 / 1000    13.2s test_prop_SinglePreserve (collecting)
[ ]  462    0    0   39 / 1000    13.3s test_prop_SinglePreserve (collecting)
[ ]  492    0    0   39 / 1000    13.5s test_prop_SinglePreserve (collecting)
[ ]  521    0    0   40 / 1000    14.3s test_prop_SinglePreserve (collecting)
[ ]  523    0    0   41 / 1000    15.1s test_prop_SinglePreserve (collecting)
[ ]  547    0    0   45 / 1000    17.3s test_prop_SinglePreserve (collecting)
[ ]  555    0    0   45 / 1000    18.1s test_prop_SinglePreserve (collecting)
[ ]  597    0    0   53 / 1000    18.2s test_prop_SinglePreserve (collecting)
[ ]  611    0    0   55 / 1000    18.3s test_prop_SinglePreserve (collecting)
[ ]  618    0    0   55 / 1000    18.5s test_prop_SinglePreserve (collecting)
[ ]  635    0    0   56 / 1000    19.4s test_prop_SinglePreserve (collecting)
[ ]  647    0    0   56 / 1000    20.2s test_prop_SinglePreserve (collecting)
[ ]  651    0    0   56 / 1000    20.9s test_prop_SinglePreserve (collecting)
[ ]  670    0    0   57 / 1000    21.1s test_prop_SinglePreserve (collecting)
[ ]  671    0    0   57 / 1000    21.8s test_prop_SinglePreserve (collecting)
[ ]  690    0    0   58 / 1000    22.1s test_prop_SinglePreserve (collecting)
[ ]  706    0    0   60 / 1000    22.9s test_prop_SinglePreserve (collecting)
[ ]  730    0    0   61 / 1000    23.0s test_prop_SinglePreserve (collecting)
[ ]  747    0    0   62 / 1000    25.3s test_prop_SinglePreserve (collecting)
