[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]  793    0    0   54 / 1000    43.6s test_prop_SinglePreserve (collecting)
[ ]  827    0    0   54 / 1000    43.8s test_prop_SinglePreserve (collecting)
[ ]  834    0    0   54 / 1000    43.9s test_prop_SinglePreserve (collecting)
[ ]  850    0    0   56 / 1000    44.0s test_prop_SinglePreserve (collecting)
[ ]  891    0    0   58 / 1000    44.1s test_prop_SinglePreserve (collecting)
[ ]  900    0    0   58 / 1000    44.6s test_prop_SinglePreserve (collecting)
[ ]  909    0    0   58 / 1000    46.9s test_prop_SinglePreserve (collecting)
[ ]  929    0    0   59 / 1000    47.7s test_prop_SinglePreserve (collecting)
[ ]  960    0    0   60 / 1000    47.8s test_prop_SinglePreserve (collecting)
[ ]  970    0    0   61 / 1000    48.6s test_prop_SinglePreserve (collecting)
[ ]  977    0    0   61 / 1000    49.3s test_prop_SinglePreserve (collecting)
[ ] 1008    0    0   66 / 1000    50.2s test_prop_SinglePreserve (collecting)
[ ] 1034    0    0   66 / 1000    50.3s test_prop_SinglePreserve (collecting)
[ ] 1060    0    0   68 / 1000    50.4s test_prop_SinglePreserve (collecting)
[ ] 1089    0    0   72 / 1000    51.1s test_prop_SinglePreserve (collecting)
[ ] 1130    0    0   76 / 1000    52.0s test_prop_SinglePreserve (collecting)
[ ] 1152    0    0   78 / 1000    52.8s test_prop_SinglePreserve (collecting)
[ ] 1197    0    0   85 / 1000    53.5s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   85 / 1000    53.5s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 53465.86]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   26    0    0    4 / 1000     0.1s test_prop_SinglePreserve (collecting)
[ ]   40    0    0    4 / 1000     1.0s test_prop_SinglePreserve (collecting)
[ ]   94    0    0   10 / 1000     1.1s test_prop_SinglePreserve (collecting)
[ ]  115    0    0   13 / 1000     1.2s test_prop_SinglePreserve (collecting)
[ ]  144    0    0   16 / 1000     1.3s test_prop_SinglePreserve (collecting)
[ ]  159    0    0   16 / 1000     3.7s test_prop_SinglePreserve (collecting)
[ ]  191    0    0   20 / 1000     5.9s test_prop_SinglePreserve (collecting)
[ ]  194    0    0   20 / 1000     6.4s test_prop_SinglePreserve (collecting)
[ ]  215    0    0   21 / 1000     6.8s test_prop_SinglePreserve (collecting)
[ ]  232    0    0   23 / 1000     7.6s test_prop_SinglePreserve (collecting)
[ ]  244    0    0   25 / 1000     8.4s test_prop_SinglePreserve (collecting)
[ ]  249    0    0   25 / 1000     9.1s test_prop_SinglePreserve (collecting)
[ ]  318    0    0   29 / 1000     9.2s test_prop_SinglePreserve (collecting)
[ ]  323    0    0   30 / 1000     9.4s test_prop_SinglePreserve (collecting)
[ ]  333    0    0   31 / 1000    10.2s test_prop_SinglePreserve (collecting)
[ ]  347    0    0   33 / 1000    10.3s test_prop_SinglePreserve (collecting)
[ ]  349    0    0   33 / 1000    12.5s test_prop_SinglePreserve (collecting)
[ ]  380    0    0   36 / 1000    12.7s test_prop_SinglePreserve (collecting)
[ ]  415    0    0   39 / 1000    15.3s test_prop_SinglePreserve (collecting)
[ ]  445    0    0   41 / 1000    15.9s test_prop_SinglePreserve (collecting)
[ ]  458    0    0   41 / 1000    16.7s test_prop_SinglePreserve (collecting)
[ ]  489    0    0   44 / 1000    16.8s test_prop_SinglePreserve (collecting)
[ ]  490    0    0   44 / 1000    19.3s test_prop_SinglePreserve (collecting)
[ ]  500    0    0   44 / 1000    19.4s test_prop_SinglePreserve (collecting)
[ ]  547    0    0   48 / 1000    19.5s test_prop_SinglePreserve (collecting)
[ ]  574    0    0   49 / 1000    22.0s test_prop_SinglePreserve (collecting)
[ ]  586    0    0   50 / 1000    22.2s test_prop_SinglePreserve (collecting)
[ ]  593    0    0   51 / 1000    22.6s test_prop_SinglePreserve (collecting)
[ ]  625    0    0   55 / 1000    22.7s test_prop_SinglePreserve (collecting)
[ ]  639    0    0   59 / 1000    23.5s test_prop_SinglePreserve (collecting)
[ ]  640    0    0   59 / 1000    23.7s test_prop_SinglePreserve (collecting)
[ ]  647    0    0   59 / 1000    26.1s test_prop_SinglePreserve (collecting)
[ ]  656    0    0   61 / 1000    26.7s test_prop_SinglePreserve (collecting)
[ ]  657    0    0   61 / 1000    27.7s test_prop_SinglePreserve (collecting)
[ ]  678    0    0   63 / 1000    27.8s test_prop_SinglePreserve (collecting)
[ ]  680    0    0   63 / 1000    28.1s test_prop_SinglePreserve (collecting)
[ ]  698    0    0   64 / 1000    28.7s test_prop_SinglePreserve (collecting)
[ ]  735    0    0   65 / 1000    29.6s test_prop_SinglePreserve (collecting)
[ ]  746    0    0   66 / 1000    29.8s test_prop_SinglePreserve (collecting)
[ ]  762    0    0   67 / 1000    30.1s test_prop_SinglePreserve (collecting)
[ ]  806    0    0   72 / 1000    30.9s test_prop_SinglePreserve (collecting)
[ ]  839    0    0   74 / 1000    31.0s test_prop_SinglePreserve (collecting)
[ ]  841    0    0   74 / 1000    33.3s test_prop_SinglePreserve (collecting)
[ ]  844    0    0   74 / 1000    34.1s test_prop_SinglePreserve (collecting)
[ ]  879    0    0   77 / 1000    34.7s test_prop_SinglePreserve (collecting)
[ ]  883    0    0   79 / 1000    34.8s test_prop_SinglePreserve (collecting)
[ ]  896    0    0   81 / 1000    35.1s test_prop_SinglePreserve (collecting)
[ ]  911    0    0   81 / 1000    37.5s test_prop_SinglePreserve (collecting)
[ ]  912    0    0   81 / 1000    39.7s test_prop_SinglePreserve (collecting)
[ ]  916    0    0   81 / 1000    39.9s test_prop_SinglePreserve (collecting)
[ ]  928    0    0   82 / 1000    40.3s test_prop_SinglePreserve (collecting)
[ ]  968    0    0   84 / 1000    40.8s test_prop_SinglePreserve (collecting)
[ ]  986    0    0   85 / 1000    43.3s test_prop_SinglePreserve (collecting)
[ ]  996    0    0   85 / 1000    43.4s test_prop_SinglePreserve (collecting)
[ ]  999    0    0   85 / 1000    43.6s test_prop_SinglePreserve (collecting)
[ ] 1010    0    0   85 / 1000    45.9s test_prop_SinglePreserve (collecting)
[ ] 1023    0    0   86 / 1000    46.1s test_prop_SinglePreserve (collecting)
[ ] 1030    0    0   88 / 1000    46.2s test_prop_SinglePreserve (collecting)
[ ] 1033    0    0   88 / 1000    46.4s test_prop_SinglePreserve (collecting)
[ ] 1066    0    0   91 / 1000    46.5s test_prop_SinglePreserve (collecting)
[ ] 1068    0    0   91 / 1000    46.6s test_prop_SinglePreserve (collecting)
[ ] 1073    0    0   91 / 1000    46.9s test_prop_SinglePreserve (collecting)
[ ] 1074    0    0   91 / 1000    47.6s test_prop_SinglePreserve (collecting)
[ ] 1080    0    0   91 / 1000    49.9s test_prop_SinglePreserve (collecting)
[ ] 1083    0    0   92 / 1000    50.5s test_prop_SinglePreserve (collecting)
[ ] 1102    0    0   92 / 1000    51.6s test_prop_SinglePreserve (collecting)
[ ] 1106    0    0   92 / 1000    51.7s test_prop_SinglePreserve (collecting)
[ ] 1121    0    0   94 / 1000    52.0s test_prop_SinglePreserve (collecting)
[ ] 1124    0    0   94 / 1000    52.7s test_prop_SinglePreserve (collecting)
[ ] 1165    0    0   95 / 1000    52.8s test_prop_SinglePreserve (collecting)
[ ] 1184    0    0   95 / 1000    55.0s test_prop_SinglePreserve (collecting)
[ ] 1196    0    0   95 / 1000    55.9s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   95 / 1000    55.9s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 55853.99]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   20    0    0    1 / 1000     0.1s test_prop_SinglePreserve (collecting)
[ ]   70    0    0    4 / 1000     0.2s test_prop_SinglePreserve (collecting)
[ ]   88    0    0    5 / 1000     1.1s test_prop_SinglePreserve (collecting)
[ ]  141    0    0   13 / 1000     1.2s test_prop_SinglePreserve (collecting)
[ ]  156    0    0   16 / 1000     3.3s test_prop_SinglePreserve (collecting)
[ ]  179    0    0   18 / 1000     4.1s test_prop_SinglePreserve (collecting)
[ ]  188    0    0   19 / 1000     4.9s test_prop_SinglePreserve (collecting)
[ ]  192    0    0   20 / 1000     5.0s test_prop_SinglePreserve (collecting)
[ ]  201    0    0   20 / 1000     7.6s test_prop_SinglePreserve (collecting)
[ ]  207    0    0   20 / 1000     8.1s test_prop_SinglePreserve (collecting)
[ ]  235    0    0   22 / 1000     8.2s test_prop_SinglePreserve (collecting)
[ ]  249    0    0   23 / 1000     8.3s test_prop_SinglePreserve (collecting)
[ ]  262    0    0   26 / 1000     9.1s test_prop_SinglePreserve (collecting)
[ ]  288    0    0   29 / 1000    11.6s test_prop_SinglePreserve (collecting)
[ ]  291    0    0   29 / 1000    12.1s test_prop_SinglePreserve (collecting)
[ ]  316    0    0   35 / 1000    13.0s test_prop_SinglePreserve (collecting)
[ ]  334    0    0   35 / 1000    13.8s test_prop_SinglePreserve (collecting)
[ ]  347    0    0   37 / 1000    14.8s test_prop_SinglePreserve (collecting)
[ ]  366    0    0   39 / 1000    14.9s test_prop_SinglePreserve (collecting)
[ ]  381    0    0   41 / 1000    15.0s test_prop_SinglePreserve (collecting)
[ ]  383    0    0   41 / 1000    17.3s test_prop_SinglePreserve (collecting)
[ ]  387    0    0   41 / 1000    17.4s test_prop_SinglePreserve (collecting)
[ ]  396    0    0   42 / 1000    18.2s test_prop_SinglePreserve (collecting)
[ ]  418    0    0   46 / 1000    19.0s test_prop_SinglePreserve (collecting)
[ ]  423    0    0   46 / 1000    21.4s test_prop_SinglePreserve (collecting)
[ ]  428    0    0   46 / 1000    22.1s test_prop_SinglePreserve (collecting)
[ ]  447    0    0   47 / 1000    22.3s test_prop_SinglePreserve (collecting)
[ ]  456    0    0   48 / 1000    23.3s test_prop_SinglePreserve (collecting)
[ ]  459    0    0   48 / 1000    23.4s test_prop_SinglePreserve (collecting)
[ ]  460    0    0   48 / 1000    23.6s test_prop_SinglePreserve (collecting)
[ ]  483    0    0   48 / 1000    23.7s test_prop_SinglePreserve (collecting)
[ ]  491    0    0   49 / 1000    23.8s test_prop_SinglePreserve (collecting)
[ ]  499    0    0   50 / 1000    26.3s test_prop_SinglePreserve (collecting)
[ ]  508    0    0   51 / 1000    26.4s test_prop_SinglePreserve (collecting)
[ ]  523    0    0   53 / 1000    26.6s test_prop_SinglePreserve (collecting)
[ ]  542    0    0   53 / 1000    27.2s test_prop_SinglePreserve (collecting)
[ ]  566    0    0   54 / 1000    27.3s test_prop_SinglePreserve (collecting)
[ ]  584    0    0   56 / 1000    28.2s test_prop_SinglePreserve (collecting)
[ ]  608    0    0   58 / 1000    28.9s test_prop_SinglePreserve (collecting)
[ ]  627    0    0   61 / 1000    29.1s test_prop_SinglePreserve (collecting)
[ ]  636    0    0   61 / 1000    29.4s test_prop_SinglePreserve (collecting)
[ ]  643    0    0   62 / 1000    29.5s test_prop_SinglePreserve (collecting)
[ ]  646    0    0   62 / 1000    29.6s test_prop_SinglePreserve (collecting)
[ ]  657    0    0   64 / 1000    30.5s test_prop_SinglePreserve (collecting)
[ ]  659    0    0   64 / 1000    30.6s test_prop_SinglePreserve (collecting)
[ ]  671    0    0   64 / 1000    31.6s test_prop_SinglePreserve (collecting)
[ ]  675    0    0   65 / 1000    31.8s test_prop_SinglePreserve (collecting)
[ ]  694    0    0   67 / 1000    31.9s test_prop_SinglePreserve (collecting)
[ ]  709    0    0   69 / 1000    32.2s test_prop_SinglePreserve (collecting)
[ ]  711    0    0   69 / 1000    33.0s test_prop_SinglePreserve (collecting)
[ ]  733    0    0   71 / 1000    35.2s test_prop_SinglePreserve (collecting)
[ ]  766    0    0   76 / 1000    36.0s test_prop_SinglePreserve (collecting)
[ ]  768    0    0   76 / 1000    36.6s test_prop_SinglePreserve (collecting)
[ ]  772    0    0   76 / 1000    36.7s test_prop_SinglePreserve (collecting)
[ ]  781    0    0   76 / 1000    37.5s test_prop_SinglePreserve (collecting)
[ ]  796    0    0   78 / 1000    38.2s test_prop_SinglePreserve (collecting)
[ ]  809    0    0   79 / 1000    40.7s test_prop_SinglePreserve (collecting)
[ ]  847    0    0   84 / 1000    43.0s test_prop_SinglePreserve (collecting)
[ ]  865    0    0   86 / 1000    43.2s test_prop_SinglePreserve (collecting)
[ ]  874    0    0   86 / 1000    44.2s test_prop_SinglePreserve (collecting)
[ ]  875    0    0   86 / 1000    44.9s test_prop_SinglePreserve (collecting)
[ ]  903    0    0   88 / 1000    45.0s test_prop_SinglePreserve (collecting)
[ ]  923    0    0   88 / 1000    45.1s test_prop_SinglePreserve (collecting)
[ ]  941    0    0   90 / 1000    47.3s test_prop_SinglePreserve (collecting)
[ ]  951    0    0   92 / 1000    47.4s test_prop_SinglePreserve (collecting)
[ ]  959    0    0   92 / 1000    47.5s test_prop_SinglePreserve (collecting)
[ ]  982    0    0   95 / 1000    47.6s test_prop_SinglePreserve (collecting)
[ ]  999    0    0   96 / 1000    50.1s test_prop_SinglePreserve (collecting)
[ ] 1043    0    0   97 / 1000    50.2s test_prop_SinglePreserve (collecting)
[ ] 1057    0    0   97 / 1000    51.1s test_prop_SinglePreserve (collecting)
[ ] 1065    0    0   97 / 1000    51.6s test_prop_SinglePreserve (collecting)
[ ] 1084    0    0  100 / 1000    52.0s test_prop_SinglePreserve (collecting)
[ ] 1089    0    0  101 / 1000    52.7s test_prop_SinglePreserve (collecting)
[ ] 1097    0    0  101 / 1000    53.0s test_prop_SinglePreserve (collecting)
[ ] 1103    0    0  101 / 1000    53.1s test_prop_SinglePreserve (collecting)
[ ] 1131    0    0  103 / 1000    53.2s test_prop_SinglePreserve (collecting)
[ ] 1164    0    0  104 / 1000    54.0s test_prop_SinglePreserve (collecting)
[ ] 1188    0    0  105 / 1000    56.3s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0  106 / 1000    56.3s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 56172.52]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   24    0    0    1 / 1000     0.1s test_prop_SinglePreserve (collecting)
[ ]   56    0    0    2 / 1000     0.9s test_prop_SinglePreserve (collecting)
[ ]   60    0    0    2 / 1000     1.2s test_prop_SinglePreserve (collecting)
[ ]  103    0    0    4 / 1000     2.1s test_prop_SinglePreserve (collecting)
[ ]  111    0    0    6 / 1000     2.2s test_prop_SinglePreserve (collecting)
[ ]  125    0    0    7 / 1000     2.4s test_prop_SinglePreserve (collecting)
[ ]  139    0    0    7 / 1000     2.6s test_prop_SinglePreserve (collecting)
[ ]  173    0    0    9 / 1000     2.7s test_prop_SinglePreserve (collecting)
[ ]  186    0    0   10 / 1000     3.4s test_prop_SinglePreserve (collecting)
[ ]  188    0    0   10 / 1000     4.4s test_prop_SinglePreserve (collecting)
[ ]  211    0    0   10 / 1000     6.8s test_prop_SinglePreserve (collecting)
[ ]  235    0    0   11 / 1000     7.4s test_prop_SinglePreserve (collecting)
[ ]  248    0    0   12 / 1000     7.9s test_prop_SinglePreserve (collecting)
[ ]  278    0    0   12 / 1000     8.6s test_prop_SinglePreserve (collecting)
[ ]  288    0    0   13 / 1000     8.9s test_prop_SinglePreserve (collecting)
[ ]  303    0    0   14 / 1000     9.3s test_prop_SinglePreserve (collecting)
[ ]  331    0    0   15 / 1000     9.4s test_prop_SinglePreserve (collecting)
[ ]  338    0    0   15 / 1000     9.7s test_prop_SinglePreserve (collecting)
[ ]  346    0    0   15 / 1000     9.9s test_prop_SinglePreserve (collecting)
[ ]  360    0    0   16 / 1000    10.0s test_prop_SinglePreserve (collecting)
[ ]  361    0    0   16 / 1000    12.5s test_prop_SinglePreserve (collecting)
[ ]  365    0    0   16 / 1000    12.6s test_prop_SinglePreserve (collecting)
[ ]  368    0    0   16 / 1000    14.8s test_prop_SinglePreserve (collecting)
[ ]  433    0    0   20 / 1000    14.9s test_prop_SinglePreserve (collecting)
[ ]  453    0    0   22 / 1000    15.0s test_prop_SinglePreserve (collecting)
[ ]  463    0    0   25 / 1000    16.0s test_prop_SinglePreserve (collecting)
[ ]  481    0    0   26 / 1000    16.1s test_prop_SinglePreserve (collecting)
[ ]  511    0    0   27 / 1000    16.5s test_prop_SinglePreserve (collecting)
[ ]  554    0    0   32 / 1000    16.6s test_prop_SinglePreserve (collecting)
[ ]  614    0    0   36 / 1000    16.7s test_prop_SinglePreserve (collecting)
[ ]  642    0    0   40 / 1000    16.8s test_prop_SinglePreserve (collecting)
[ ]  674    0    0   41 / 1000    16.9s test_prop_SinglePreserve (collecting)
[ ]  703    0    0   46 / 1000    17.0s test_prop_SinglePreserve (collecting)
[ ]  724    0    0   46 / 1000    17.1s test_prop_SinglePreserve (collecting)
[ ]  728    0    0   46 / 1000    17.9s test_prop_SinglePreserve (collecting)
[ ]  737    0    0   46 / 1000    18.5s test_prop_SinglePreserve (collecting)
[ ]  754    0    0   48 / 1000    21.1s test_prop_SinglePreserve (collecting)
[ ]  761    0    0   48 / 1000    21.2s test_prop_SinglePreserve (collecting)
[ ]  770    0    0   48 / 1000    21.4s test_prop_SinglePreserve (collecting)
[ ]  784    0    0   49 / 1000    22.4s test_prop_SinglePreserve (collecting)
[ ]  788    0    0   49 / 1000    22.6s test_prop_SinglePreserve (collecting)
[ ]  806    0    0   50 / 1000    22.7s test_prop_SinglePreserve (collecting)
[ ]  811    0    0   50 / 1000    23.4s test_prop_SinglePreserve (collecting)
[ ]  835    0    0   52 / 1000    23.5s test_prop_SinglePreserve (collecting)
[ ]  844    0    0   52 / 1000    24.3s test_prop_SinglePreserve (collecting)
[ ]  857    0    0   52 / 1000    24.5s test_prop_SinglePreserve (collecting)
[ ]  929    0    0   59 / 1000    24.6s test_prop_SinglePreserve (collecting)
[ ]  938    0    0   61 / 1000    25.4s test_prop_SinglePreserve (collecting)
[ ]  943    0    0   61 / 1000    26.1s test_prop_SinglePreserve (collecting)
[ ]  963    0    0   62 / 1000    26.3s test_prop_SinglePreserve (collecting)
[ ]  968    0    0   62 / 1000    26.5s test_prop_SinglePreserve (collecting)
[ ]  978    0    0   63 / 1000    28.9s test_prop_SinglePreserve (collecting)
[ ] 1007    0    0   67 / 1000    29.0s test_prop_SinglePreserve (collecting)
[ ] 1029    0    0   69 / 1000    29.1s test_prop_SinglePreserve (collecting)
[ ] 1063    0    0   70 / 1000    29.2s test_prop_SinglePreserve (collecting)
[ ] 1079    0    0   71 / 1000    31.6s test_prop_SinglePreserve (collecting)
[ ] 1082    0    0   71 / 1000    31.7s test_prop_SinglePreserve (collecting)
[ ] 1120    0    0   73 / 1000    31.9s test_prop_SinglePreserve (collecting)
[ ] 1125    0    0   73 / 1000    32.8s test_prop_SinglePreserve (collecting)
[ ] 1147    0    0   74 / 1000    33.1s test_prop_SinglePreserve (collecting)
[ ] 1175    0    0   79 / 1000    33.9s test_prop_SinglePreserve (collecting)
[ ] 1197    0    0   81 / 1000    34.1s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   81 / 1000    34.1s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 34047.37]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   11    0    0    1 / 1000     0.8s test_prop_SinglePreserve (collecting)
[ ]   15    0    0    3 / 1000     1.5s test_prop_SinglePreserve (collecting)
[ ]   26    0    0    3 / 1000     1.6s test_prop_SinglePreserve (collecting)
[ ]   48    0    0    4 / 1000     2.3s test_prop_SinglePreserve (collecting)
[ ]   51    0    0    4 / 1000     2.5s test_prop_SinglePreserve (collecting)
[ ]   65    0    0    5 / 1000     2.7s test_prop_SinglePreserve (collecting)
[ ]   96    0    0    7 / 1000     2.8s test_prop_SinglePreserve (collecting)
[ ]  133    0    0   10 / 1000     2.9s test_prop_SinglePreserve (collecting)
[ ]  157    0    0   12 / 1000     5.3s test_prop_SinglePreserve (collecting)
[ ]  164    0    0   12 / 1000     5.6s test_prop_SinglePreserve (collecting)
[ ]  173    0    0   13 / 1000     8.0s test_prop_SinglePreserve (collecting)
[ ]  179    0    0   13 / 1000     8.8s test_prop_SinglePreserve (collecting)
[ ]  181    0    0   14 / 1000     9.0s test_prop_SinglePreserve (collecting)
[ ]  238    0    0   17 / 1000     9.1s test_prop_SinglePreserve (collecting)
[ ]  269    0    0   22 / 1000     9.2s test_prop_SinglePreserve (collecting)
[ ]  305    0    0   27 / 1000     9.3s test_prop_SinglePreserve (collecting)
[ ]  337    0    0   28 / 1000    10.2s test_prop_SinglePreserve (collecting)
[ ]  363    0    0   30 / 1000    10.3s test_prop_SinglePreserve (collecting)
[ ]  379    0    0   33 / 1000    10.4s test_prop_SinglePreserve (collecting)
[ ]  400    0    0   37 / 1000    10.5s test_prop_SinglePreserve (collecting)
[ ]  434    0    0   40 / 1000    10.6s test_prop_SinglePreserve (collecting)
[ ]  437    0    0   40 / 1000    10.8s test_prop_SinglePreserve (collecting)
[ ]  451    0    0   41 / 1000    10.9s test_prop_SinglePreserve (collecting)
[ ]  478    0    0   42 / 1000    11.0s test_prop_SinglePreserve (collecting)
[ ]  484    0    0   43 / 1000    11.3s test_prop_SinglePreserve (collecting)
[ ]  514    0    0   44 / 1000    12.1s test_prop_SinglePreserve (collecting)
[ ]  526    0    0   46 / 1000    12.3s test_prop_SinglePreserve (collecting)
[ ]  548    0    0   50 / 1000    12.4s test_prop_SinglePreserve (collecting)
[ ]  557    0    0   51 / 1000    12.6s test_prop_SinglePreserve (collecting)
[ ]  578    0    0   54 / 1000    13.4s test_prop_SinglePreserve (collecting)
[ ]  586    0    0   54 / 1000    15.7s test_prop_SinglePreserve (collecting)
[ ]  587    0    0   54 / 1000    16.3s test_prop_SinglePreserve (collecting)
[ ]  599    0    0   55 / 1000    16.4s test_prop_SinglePreserve (collecting)
[ ]  600    0    0   55 / 1000    17.3s test_prop_SinglePreserve (collecting)
[ ]  616    0    0   56 / 1000    18.3s test_prop_SinglePreserve (collecting)
[ ]  654    0    0   57 / 1000    18.4s test_prop_SinglePreserve (collecting)
[ ]  675    0    0   58 / 1000    18.6s test_prop_SinglePreserve (collecting)
[ ]  683    0    0   59 / 1000    21.0s test_prop_SinglePreserve (collecting)
[ ]  718    0    0   60 / 1000    23.4s test_prop_SinglePreserve (collecting)
[ ]  725    0    0   60 / 1000    23.5s test_prop_SinglePreserve (collecting)
[ ]  729    0    0   60 / 1000    23.7s test_prop_SinglePreserve (collecting)
[ ]  786    0    0   63 / 1000    24.3s test_prop_SinglePreserve (collecting)
[ ]  799    0    0   65 / 1000    25.2s test_prop_SinglePreserve (collecting)
[ ]  812    0    0   66 / 1000    27.3s test_prop_SinglePreserve (collecting)
[ ]  830    0    0   69 / 1000    30.1s test_prop_SinglePreserve (collecting)
[ ]  853    0    0   71 / 1000    30.9s test_prop_SinglePreserve (collecting)
[ ]  944    0    0   78 / 1000    33.5s test_prop_SinglePreserve (collecting)
[ ]  954    0    0   80 / 1000    34.1s test_prop_SinglePreserve (collecting)
[ ]  956    0    0   80 / 1000    35.0s test_prop_SinglePreserve (collecting)
[ ]  985    0    0   82 / 1000    37.2s test_prop_SinglePreserve (collecting)
[ ] 1001    0    0   83 / 1000    37.3s test_prop_SinglePreserve (collecting)
[ ] 1006    0    0   83 / 1000    39.8s test_prop_SinglePreserve (collecting)
[ ] 1026    0    0   84 / 1000    40.0s test_prop_SinglePreserve (collecting)
[ ] 1039    0    0   84 / 1000    40.1s test_prop_SinglePreserve (collecting)
