[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   10    0    0    1 / 1000     2.3s test_prop_MultiPreserve (collecting)
[ ]   37    0    0    2 / 1000     2.4s test_prop_MultiPreserve (collecting)
[ ]   47    0    0    2 / 1000     4.7s test_prop_MultiPreserve (collecting)
[ ]   53    0    0    3 / 1000     7.0s test_prop_MultiPreserve (collecting)
[ ]   85    0    0    9 / 1000     7.8s test_prop_MultiPreserve (collecting)
[ ]   98    0    0    9 / 1000     9.9s test_prop_MultiPreserve (collecting)
[ ]  102    0    0    9 / 1000    10.0s test_prop_MultiPreserve (collecting)
[ ]  105    0    0    9 / 1000    10.9s test_prop_MultiPreserve (collecting)
[ ]  115    0    0   10 / 1000    11.1s test_prop_MultiPreserve (collecting)
[ ]  116    0    0   10 / 1000    11.9s test_prop_MultiPreserve (collecting)
[ ]  120    0    0   11 / 1000    12.0s test_prop_MultiPreserve (collecting)
[ ]  123    0    0   11 / 1000    12.4s test_prop_MultiPreserve (collecting)
[ ]  136    0    0   13 / 1000    13.1s test_prop_MultiPreserve (collecting)
[ ]  141    0    0   13 / 1000    13.9s test_prop_MultiPreserve (collecting)
[ ]  181    0    0   17 / 1000    16.3s test_prop_MultiPreserve (collecting)
[ ]  212    0    0   17 / 1000    17.2s test_prop_MultiPreserve (collecting)
[ ]  220    0    0   17 / 1000    17.3s test_prop_MultiPreserve (collecting)
[ ]  247    0    0   17 / 1000    17.5s test_prop_MultiPreserve (collecting)
[ ]  261    0    0   17 / 1000    18.4s test_prop_MultiPreserve (collecting)
[ ]  270    0    0   17 / 1000    19.2s test_prop_MultiPreserve (collecting)
[ ]  275    0    0   17 / 1000    19.5s test_prop_MultiPreserve (collecting)
[ ]  301    0    0   20 / 1000    21.9s test_prop_MultiPreserve (collecting)
[ ]  314    0    0   20 / 1000    22.4s test_prop_MultiPreserve (collecting)
[ ]  327    0    0   20 / 1000    22.6s test_prop_MultiPreserve (collecting)
[ ]  332    0    0   20 / 1000    22.9s test_prop_MultiPreserve (collecting)
[ ]  353    0    0   22 / 1000    23.0s test_prop_MultiPreserve (collecting)
[ ]  364    0    0   22 / 1000    23.3s test_prop_MultiPreserve (collecting)
[ ]  397    0    0   22 / 1000    24.1s test_prop_MultiPreserve (collecting)
[ ]  419    0    0   25 / 1000    24.4s test_prop_MultiPreserve (collecting)
[ ]  432    0    0   27 / 1000    25.2s test_prop_MultiPreserve (collecting)
[ ]  438    0    0   27 / 1000    26.0s test_prop_MultiPreserve (collecting)
[ ]  469    0    0   31 / 1000    26.1s test_prop_MultiPreserve (collecting)
[ ]  493    0    0   35 / 1000    28.3s test_prop_MultiPreserve (collecting)
[ ]  498    0    0   35 / 1000    28.5s test_prop_MultiPreserve (collecting)
[ ]  507    0    0   36 / 1000    29.3s test_prop_MultiPreserve (collecting)
[ ]  520    0    0   37 / 1000    29.6s test_prop_MultiPreserve (collecting)
[ ]  539    0    0   38 / 1000    29.7s test_prop_MultiPreserve (collecting)
[ ]  541    0    0   38 / 1000    32.0s test_prop_MultiPreserve (collecting)
[ ]  555    0    0   41 / 1000    32.1s test_prop_MultiPreserve (collecting)
[ ]  569    0    0   44 / 1000    34.6s test_prop_MultiPreserve (collecting)
[ ]  573    0    0   45 / 1000    34.7s test_prop_MultiPreserve (collecting)
[ ]  575    0    0   45 / 1000    34.9s test_prop_MultiPreserve (collecting)
[ ]  584    0    0   45 / 1000    35.0s test_prop_MultiPreserve (collecting)
[ ]  601    0    0   46 / 1000    35.3s test_prop_MultiPreserve (collecting)
[ ]  626    0    0   49 / 1000    35.9s test_prop_MultiPreserve (collecting)
[ ]  650    0    0   50 / 1000    36.4s test_prop_MultiPreserve (collecting)
[ ]  671    0    0   52 / 1000    36.7s test_prop_MultiPreserve (collecting)
[ ]  691    0    0   52 / 1000    36.8s test_prop_MultiPreserve (collecting)
[ ]  696    0    0   52 / 1000    37.5s test_prop_MultiPreserve (collecting)
[ ]  713    0    0   52 / 1000    39.9s test_prop_MultiPreserve (collecting)
[ ]  725    0    0   52 / 1000    40.7s test_prop_MultiPreserve (collecting)
[ ]  742    0    0   52 / 1000    41.6s test_prop_MultiPreserve (collecting)
[ ]  761    0    0   53 / 1000    41.7s test_prop_MultiPreserve (collecting)
[ ]  773    0    0   54 / 1000    42.4s test_prop_MultiPreserve (collecting)
[ ]  778    0    0   55 / 1000    43.3s test_prop_MultiPreserve (collecting)
[ ]  787    0    0   56 / 1000    43.9s test_prop_MultiPreserve (collecting)
[ ]  811    0    0   59 / 1000    44.1s test_prop_MultiPreserve (collecting)
[ ]  815    0    0   60 / 1000    44.8s test_prop_MultiPreserve (collecting)
[ ]  825    0    0   60 / 1000    44.9s test_prop_MultiPreserve (collecting)
[ ]  851    0    0   61 / 1000    45.7s test_prop_MultiPreserve (collecting)
[ ]  866    0    0   62 / 1000    46.0s test_prop_MultiPreserve (collecting)
[ ]  889    0    0   65 / 1000    48.1s test_prop_MultiPreserve (collecting)
[ ]  938    0    0   68 / 1000    48.2s test_prop_MultiPreserve (collecting)
[ ]  942    0    0   69 / 1000    49.1s test_prop_MultiPreserve (collecting)
[ ]  968    0    0   73 / 1000    49.2s test_prop_MultiPreserve (collecting)
[ ]  970    0    0   73 / 1000    50.0s test_prop_MultiPreserve (collecting)
[ ] 1015    0    0   77 / 1000    52.4s test_prop_MultiPreserve (collecting)
[ ] 1027    0    0   77 / 1000    53.0s test_prop_MultiPreserve (collecting)
[ ] 1056    0    0   80 / 1000    53.2s test_prop_MultiPreserve (collecting)
[ ] 1085    0    0   83 / 1000    53.3s test_prop_MultiPreserve (collecting)
[ ] 1097    0    0   84 / 1000    53.4s test_prop_MultiPreserve (collecting)
[ ] 1139    0    0   87 / 1000    53.8s test_prop_MultiPreserve (collecting)
[ ] 1141    0    0   87 / 1000    54.6s test_prop_MultiPreserve (collecting)
[ ] 1152    0    0   88 / 1000    54.8s test_prop_MultiPreserve (collecting)
[ ] 1166    0    0   88 / 1000    54.9s test_prop_MultiPreserve (collecting)
[ ] 1167    0    0   88 / 1000    55.6s test_prop_MultiPreserve (collecting)
[ ] 1168    0    0   88 / 1000    58.0s test_prop_MultiPreserve (collecting)
[ ] 1197    0    0   89 / 1000    58.1s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   89 / 1000    58.1s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 58100.46]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]    4    0    0    0 / 1000     0.9s test_prop_MultiPreserve (collecting)
[ ]   33    0    0    0 / 1000     1.7s test_prop_MultiPreserve (collecting)
[ ]   66    0    0    1 / 1000     1.8s test_prop_MultiPreserve (collecting)
[ ]   90    0    0    2 / 1000     1.9s test_prop_MultiPreserve (collecting)
[ ]  102    0    0    3 / 1000     2.1s test_prop_MultiPreserve (collecting)
[ ]  147    0    0    8 / 1000     2.5s test_prop_MultiPreserve (collecting)
[ ]  173    0    0   10 / 1000     2.8s test_prop_MultiPreserve (collecting)
[ ]  180    0    0   11 / 1000     3.6s test_prop_MultiPreserve (collecting)
[ ]  186    0    0   11 / 1000     3.9s test_prop_MultiPreserve (collecting)
[ ]  189    0    0   11 / 1000     4.2s test_prop_MultiPreserve (collecting)
[ ]  197    0    0   12 / 1000     6.7s test_prop_MultiPreserve (collecting)
[ ]  293    0    0   20 / 1000     9.2s test_prop_MultiPreserve (collecting)
[ ]  313    0    0   21 / 1000    11.6s test_prop_MultiPreserve (collecting)
[ ]  321    0    0   22 / 1000    12.1s test_prop_MultiPreserve (collecting)
[ ]  323    0    0   22 / 1000    12.2s test_prop_MultiPreserve (collecting)
[ ]  337    0    0   22 / 1000    13.1s test_prop_MultiPreserve (collecting)
[ ]  354    0    0   23 / 1000    13.3s test_prop_MultiPreserve (collecting)
[ ]  377    0    0   24 / 1000    13.4s test_prop_MultiPreserve (collecting)
[ ]  385    0    0   24 / 1000    13.5s test_prop_MultiPreserve (collecting)
[ ]  416    0    0   26 / 1000    13.6s test_prop_MultiPreserve (collecting)
[ ]  419    0    0   26 / 1000    14.4s test_prop_MultiPreserve (collecting)
[ ]  424    0    0   26 / 1000    15.2s test_prop_MultiPreserve (collecting)
[ ]  442    0    0   28 / 1000    15.4s test_prop_MultiPreserve (collecting)
[ ]  459    0    0   31 / 1000    15.5s test_prop_MultiPreserve (collecting)
[ ]  471    0    0   31 / 1000    15.6s test_prop_MultiPreserve (collecting)
[ ]  480    0    0   31 / 1000    15.7s test_prop_MultiPreserve (collecting)
[ ]  484    0    0   31 / 1000    16.0s test_prop_MultiPreserve (collecting)
[ ]  512    0    0   31 / 1000    16.8s test_prop_MultiPreserve (collecting)
[ ]  515    0    0   31 / 1000    17.6s test_prop_MultiPreserve (collecting)
[ ]  535    0    0   33 / 1000    18.5s test_prop_MultiPreserve (collecting)
[ ]  542    0    0   33 / 1000    19.3s test_prop_MultiPreserve (collecting)
[ ]  544    0    0   33 / 1000    19.5s test_prop_MultiPreserve (collecting)
[ ]  548    0    0   33 / 1000    21.9s test_prop_MultiPreserve (collecting)
[ ]  549    0    0   33 / 1000    22.8s test_prop_MultiPreserve (collecting)
[ ]  581    0    0   35 / 1000    23.0s test_prop_MultiPreserve (collecting)
[ ]  597    0    0   39 / 1000    23.1s test_prop_MultiPreserve (collecting)
[ ]  607    0    0   39 / 1000    23.2s test_prop_MultiPreserve (collecting)
[ ]  624    0    0   40 / 1000    23.3s test_prop_MultiPreserve (collecting)
[ ]  626    0    0   40 / 1000    23.6s test_prop_MultiPreserve (collecting)
[ ]  641    0    0   42 / 1000    24.4s test_prop_MultiPreserve (collecting)
[ ]  655    0    0   43 / 1000    25.2s test_prop_MultiPreserve (collecting)
[ ]  661    0    0   44 / 1000    25.3s test_prop_MultiPreserve (collecting)
[ ]  662    0    0   44 / 1000    27.6s test_prop_MultiPreserve (collecting)
[ ]  663    0    0   44 / 1000    28.1s test_prop_MultiPreserve (collecting)
[ ]  672    0    0   46 / 1000    28.3s test_prop_MultiPreserve (collecting)
[ ]  682    0    0   47 / 1000    30.6s test_prop_MultiPreserve (collecting)
[ ]  686    0    0   47 / 1000    30.8s test_prop_MultiPreserve (collecting)
[ ]  691    0    0   47 / 1000    31.7s test_prop_MultiPreserve (collecting)
[ ]  696    0    0   47 / 1000    32.0s test_prop_MultiPreserve (collecting)
[ ]  701    0    0   47 / 1000    32.2s test_prop_MultiPreserve (collecting)
[ ]  718    0    0   48 / 1000    32.3s test_prop_MultiPreserve (collecting)
[ ]  738    0    0   50 / 1000    32.6s test_prop_MultiPreserve (collecting)
[ ]  763    0    0   54 / 1000    32.7s test_prop_MultiPreserve (collecting)
[ ]  773    0    0   54 / 1000    35.2s test_prop_MultiPreserve (collecting)
[ ]  807    0    0   55 / 1000    35.8s test_prop_MultiPreserve (collecting)
[ ]  811    0    0   55 / 1000    36.0s test_prop_MultiPreserve (collecting)
[ ]  835    0    0   57 / 1000    38.5s test_prop_MultiPreserve (collecting)
[ ]  844    0    0   58 / 1000    39.0s test_prop_MultiPreserve (collecting)
[ ]  848    0    0   59 / 1000    40.0s test_prop_MultiPreserve (collecting)
[ ]  876    0    0   60 / 1000    40.1s test_prop_MultiPreserve (collecting)
[ ]  879    0    0   60 / 1000    40.4s test_prop_MultiPreserve (collecting)
[ ]  887    0    0   60 / 1000    41.0s test_prop_MultiPreserve (collecting)
[ ]  918    0    0   62 / 1000    41.2s test_prop_MultiPreserve (collecting)
[ ]  923    0    0   63 / 1000    42.0s test_prop_MultiPreserve (collecting)
[ ]  957    0    0   66 / 1000    42.7s test_prop_MultiPreserve (collecting)
[ ]  968    0    0   67 / 1000    43.6s test_prop_MultiPreserve (collecting)
[ ]  974    0    0   68 / 1000    43.7s test_prop_MultiPreserve (collecting)
[ ]  998    0    0   70 / 1000    43.8s test_prop_MultiPreserve (collecting)
[ ] 1001    0    0   70 / 1000    44.4s test_prop_MultiPreserve (collecting)
[ ] 1023    0    0   72 / 1000    44.6s test_prop_MultiPreserve (collecting)
[ ] 1029    0    0   72 / 1000    44.8s test_prop_MultiPreserve (collecting)
[ ] 1074    0    0   75 / 1000    44.9s test_prop_MultiPreserve (collecting)
[ ] 1075    0    0   75 / 1000    45.2s test_prop_MultiPreserve (collecting)
[ ] 1109    0    0   78 / 1000    45.5s test_prop_MultiPreserve (collecting)
[ ] 1123    0    0   78 / 1000    45.7s test_prop_MultiPreserve (collecting)
[ ] 1139    0    0   81 / 1000    48.0s test_prop_MultiPreserve (collecting)
[ ] 1143    0    0   81 / 1000    48.2s test_prop_MultiPreserve (collecting)
[ ] 1155    0    0   83 / 1000    49.3s test_prop_MultiPreserve (collecting)
[ ] 1190    0    0   89 / 1000    49.7s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   90 / 1000    49.7s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 49608.45]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   40    0    0    2 / 1000     0.1s test_prop_MultiPreserve (collecting)
[ ]   77    0    0    7 / 1000     0.2s test_prop_MultiPreserve (collecting)
[ ]  104    0    0    8 / 1000     2.6s test_prop_MultiPreserve (collecting)
[ ]  141    0    0   11 / 1000     4.9s test_prop_MultiPreserve (collecting)
[ ]  162    0    0   15 / 1000     5.0s test_prop_MultiPreserve (collecting)
[ ]  182    0    0   18 / 1000     5.5s test_prop_MultiPreserve (collecting)
[ ]  185    0    0   18 / 1000     6.1s test_prop_MultiPreserve (collecting)
[ ]  209    0    0   20 / 1000     8.3s test_prop_MultiPreserve (collecting)
[ ]  230    0    0   21 / 1000     9.3s test_prop_MultiPreserve (collecting)
[ ]  234    0    0   21 / 1000    10.1s test_prop_MultiPreserve (collecting)
[ ]  254    0    0   21 / 1000    10.3s test_prop_MultiPreserve (collecting)
[ ]  270    0    0   22 / 1000    10.7s test_prop_MultiPreserve (collecting)
[ ]  271    0    0   22 / 1000    13.0s test_prop_MultiPreserve (collecting)
[ ]  306    0    0   25 / 1000    13.3s test_prop_MultiPreserve (collecting)
[ ]  309    0    0   25 / 1000    14.0s test_prop_MultiPreserve (collecting)
[ ]  312    0    0   25 / 1000    14.3s test_prop_MultiPreserve (collecting)
[ ]  331    0    0   26 / 1000    16.9s test_prop_MultiPreserve (collecting)
[ ]  348    0    0   29 / 1000    17.6s test_prop_MultiPreserve (collecting)
[ ]  350    0    0   29 / 1000    19.9s test_prop_MultiPreserve (collecting)
[ ]  358    0    0   29 / 1000    22.5s test_prop_MultiPreserve (collecting)
[ ]  359    0    0   29 / 1000    23.1s test_prop_MultiPreserve (collecting)
[ ]  365    0    0   29 / 1000    24.0s test_prop_MultiPreserve (collecting)
[ ]  383    0    0   29 / 1000    24.1s test_prop_MultiPreserve (collecting)
[ ]  392    0    0   29 / 1000    25.2s test_prop_MultiPreserve (collecting)
[ ]  413    0    0   30 / 1000    25.3s test_prop_MultiPreserve (collecting)
[ ]  428    0    0   30 / 1000    26.1s test_prop_MultiPreserve (collecting)
[ ]  443    0    0   30 / 1000    26.8s test_prop_MultiPreserve (collecting)
[ ]  446    0    0   31 / 1000    27.0s test_prop_MultiPreserve (collecting)
[ ]  485    0    0   33 / 1000    27.1s test_prop_MultiPreserve (collecting)
[ ]  487    0    0   33 / 1000    29.4s test_prop_MultiPreserve (collecting)
[ ]  495    0    0   33 / 1000    29.5s test_prop_MultiPreserve (collecting)
[ ]  497    0    0   33 / 1000    29.9s test_prop_MultiPreserve (collecting)
[ ]  502    0    0   33 / 1000    30.4s test_prop_MultiPreserve (collecting)
[ ]  543    0    0   35 / 1000    30.5s test_prop_MultiPreserve (collecting)
[ ]  587    0    0   37 / 1000    30.7s test_prop_MultiPreserve (collecting)
[ ]  605    0    0   38 / 1000    31.0s test_prop_MultiPreserve (collecting)
[ ]  610    0    0   38 / 1000    33.5s test_prop_MultiPreserve (collecting)
[ ]  625    0    0   39 / 1000    34.0s test_prop_MultiPreserve (collecting)
[ ]  628    0    0   39 / 1000    34.9s test_prop_MultiPreserve (collecting)
[ ]  630    0    0   39 / 1000    37.4s test_prop_MultiPreserve (collecting)
[ ]  638    0    0   39 / 1000    37.5s test_prop_MultiPreserve (collecting)
[ ]  641    0    0   39 / 1000    37.6s test_prop_MultiPreserve (collecting)
[ ]  676    0    0   40 / 1000    37.7s test_prop_MultiPreserve (collecting)
[ ]  723    0    0   41 / 1000    37.9s test_prop_MultiPreserve (collecting)
[ ]  740    0    0   41 / 1000    38.1s test_prop_MultiPreserve (collecting)
[ ]  754    0    0   41 / 1000    39.0s test_prop_MultiPreserve (collecting)
[ ]  785    0    0   44 / 1000    39.1s test_prop_MultiPreserve (collecting)
[ ]  789    0    0   44 / 1000    39.2s test_prop_MultiPreserve (collecting)
[ ]  802    0    0   44 / 1000    39.3s test_prop_MultiPreserve (collecting)
[ ]  819    0    0   47 / 1000    40.3s test_prop_MultiPreserve (collecting)
[ ]  862    0    0   50 / 1000    40.4s test_prop_MultiPreserve (collecting)
[ ]  885    0    0   53 / 1000    40.5s test_prop_MultiPreserve (collecting)
[ ]  899    0    0   53 / 1000    41.4s test_prop_MultiPreserve (collecting)
[ ]  910    0    0   53 / 1000    41.5s test_prop_MultiPreserve (collecting)
[ ]  922    0    0   53 / 1000    42.2s test_prop_MultiPreserve (collecting)
[ ]  975    0    0   62 / 1000    42.3s test_prop_MultiPreserve (collecting)
[ ]  981    0    0   62 / 1000    43.1s test_prop_MultiPreserve (collecting)
[ ] 1005    0    0   62 / 1000    43.2s test_prop_MultiPreserve (collecting)
[ ] 1019    0    0   64 / 1000    44.1s test_prop_MultiPreserve (collecting)
[ ] 1021    0    0   64 / 1000    44.7s test_prop_MultiPreserve (collecting)
[ ] 1027    0    0   64 / 1000    45.7s test_prop_MultiPreserve (collecting)
[ ] 1052    0    0   65 / 1000    46.1s test_prop_MultiPreserve (collecting)
[ ] 1063    0    0   66 / 1000    46.5s test_prop_MultiPreserve (collecting)
[ ] 1076    0    0   66 / 1000    48.7s test_prop_MultiPreserve (collecting)
[ ] 1089    0    0   67 / 1000    48.8s test_prop_MultiPreserve (collecting)
[ ] 1111    0    0   67 / 1000    49.8s test_prop_MultiPreserve (collecting)
[ ] 1116    0    0   67 / 1000    50.6s test_prop_MultiPreserve (collecting)
[ ] 1134    0    0   68 / 1000    50.7s test_prop_MultiPreserve (collecting)
[ ] 1140    0    0   70 / 1000    51.5s test_prop_MultiPreserve (collecting)
[ ] 1148    0    0   71 / 1000    53.8s test_prop_MultiPreserve (collecting)
[ ] 1186    0    0   73 / 1000    54.9s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0   74 / 1000    54.9s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 54847.40]
[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_MultiPreserve (generating)
[ ]   29    0    0    4 / 1000     0.3s test_prop_MultiPreserve (collecting)
[ ]   59    0    0    5 / 1000     1.1s test_prop_MultiPreserve (collecting)
[ ]  107    0    0    9 / 1000     2.0s test_prop_MultiPreserve (collecting)
[ ]  111    0    0   12 / 1000     2.1s test_prop_MultiPreserve (collecting)
[ ]  117    0    0   13 / 1000     4.5s test_prop_MultiPreserve (collecting)
[ ]  155    0    0   16 / 1000     4.6s test_prop_MultiPreserve (collecting)
[ ]  178    0    0   18 / 1000     4.7s test_prop_MultiPreserve (collecting)
[ ]  183    0    0   18 / 1000     6.9s test_prop_MultiPreserve (collecting)
[ ]  200    0    0   21 / 1000     7.8s test_prop_MultiPreserve (collecting)
[ ]  214    0    0   22 / 1000     8.8s test_prop_MultiPreserve (collecting)
[ ]  245    0    0   25 / 1000     8.9s test_prop_MultiPreserve (collecting)
[ ]  287    0    0   29 / 1000     9.0s test_prop_MultiPreserve (collecting)
[ ]  288    0    0   29 / 1000     9.8s test_prop_MultiPreserve (collecting)
[ ]  291    0    0   29 / 1000    10.5s test_prop_MultiPreserve (collecting)
[ ]  292    0    0   29 / 1000    10.7s test_prop_MultiPreserve (collecting)
[ ]  300    0    0   29 / 1000    13.0s test_prop_MultiPreserve (collecting)
[ ]  316    0    0   33 / 1000    13.1s test_prop_MultiPreserve (collecting)
[ ]  317    0    0   33 / 1000    13.9s test_prop_MultiPreserve (collecting)
[ ]  327    0    0   34 / 1000    16.7s test_prop_MultiPreserve (collecting)
[ ]  354    0    0   35 / 1000    17.3s test_prop_MultiPreserve (collecting)
[ ]  380    0    0   36 / 1000    17.5s test_prop_MultiPreserve (collecting)
[ ]  400    0    0   37 / 1000    18.2s test_prop_MultiPreserve (collecting)
[ ]  402    0    0   37 / 1000    19.0s test_prop_MultiPreserve (collecting)
[ ]  418    0    0   39 / 1000    19.1s test_prop_MultiPreserve (collecting)
[ ]  430    0    0   39 / 1000    19.9s test_prop_MultiPreserve (collecting)
