[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]  478    0    0   40 / 1000    27.4s test_prop_SinglePreserve (collecting)
[ ]  524    0    0   43 / 1000    27.8s test_prop_SinglePreserve (collecting)
[ ]  549    0    0   45 / 1000    30.1s test_prop_SinglePreserve (collecting)
[ ]  558    0    0   46 / 1000    30.3s test_prop_SinglePreserve (collecting)
[ ]  568    0    0   48 / 1000    30.5s test_prop_SinglePreserve (collecting)
[ ]  601    0    0   48 / 1000    30.6s test_prop_SinglePreserve (collecting)
[ ]  642    0    0   50 / 1000    30.7s test_prop_SinglePreserve (collecting)
[ ]  662    0    0   52 / 1000    31.8s test_prop_SinglePreserve (collecting)
[ ]  667    0    0   53 / 1000    31.9s test_prop_SinglePreserve (collecting)
[ ]  710    0    0   58 / 1000    32.0s test_prop_SinglePreserve (collecting)
[ ]  716    0    0   58 / 1000    32.3s test_prop_SinglePreserve (collecting)
[ ]  727    0    0   58 / 1000    33.0s test_prop_SinglePreserve (collecting)
[ ]  749    0    0   59 / 1000    33.2s test_prop_SinglePreserve (collecting)
[ ]  757    0    0   59 / 1000    33.8s test_prop_SinglePreserve (collecting)
[ ]  784    0    0   61 / 1000    34.0s test_prop_SinglePreserve (collecting)
[ ]  808    0    0   64 / 1000    34.1s test_prop_SinglePreserve (collecting)
[ ]  829    0    0   65 / 1000    34.9s test_prop_SinglePreserve (collecting)
[ ]  831    0    0   65 / 1000    37.0s test_prop_SinglePreserve (collecting)
[ ]  847    0    0   66 / 1000    37.2s test_prop_SinglePreserve (collecting)
[ ]  856    0    0   66 / 1000    38.3s test_prop_SinglePreserve (collecting)
[ ]  859    0    0   66 / 1000    39.0s test_prop_SinglePreserve (collecting)
[ ]  879    0    0   66 / 1000    39.7s test_prop_SinglePreserve (collecting)
[ ]  888    0    0   66 / 1000    40.6s test_prop_SinglePreserve (collecting)
[ ]  901    0    0   66 / 1000    42.7s test_prop_SinglePreserve (collecting)
[ ]  903    0    0   66 / 1000    45.3s test_prop_SinglePreserve (collecting)
[ ]  929    0    0   67 / 1000    45.5s test_prop_SinglePreserve (collecting)
[ ]  930    0    0   67 / 1000    46.4s test_prop_SinglePreserve (collecting)
[ ]  956    0    0   67 / 1000    47.1s test_prop_SinglePreserve (collecting)
[ ]  981    0    0   69 / 1000    48.0s test_prop_SinglePreserve (collecting)
[ ]  994    0    0   70 / 1000    48.7s test_prop_SinglePreserve (collecting)
[ ] 1042    0    0   73 / 1000    49.6s test_prop_SinglePreserve (collecting)
[ ] 1054    0    0   73 / 1000    49.7s test_prop_SinglePreserve (collecting)
[ ] 1069    0    0   73 / 1000    49.9s test_prop_SinglePreserve (collecting)
[ ] 1087    0    0   74 / 1000    50.0s test_prop_SinglePreserve (collecting)
[ ] 1101    0    0   74 / 1000    50.2s test_prop_SinglePreserve (collecting)
[ ] 1103    0    0   74 / 1000    52.5s test_prop_SinglePreserve (collecting)
[ ] 1132    0    0   78 / 1000    52.6s test_prop_SinglePreserve (collecting)
[ ] 1182    0    0   83 / 1000    53.7s test_prop_SinglePreserve (collecting)
[ ] 1196    0    0   85 / 1000    53.8s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   85 / 1000    53.8s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 53766.20]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   12    0    0    2 / 1000     0.1s test_prop_SinglePreserve (collecting)
[ ]   13    0    0    2 / 1000     0.9s test_prop_SinglePreserve (collecting)
[ ]   22    0    0    3 / 1000     3.0s test_prop_SinglePreserve (collecting)
[ ]   25    0    0    4 / 1000     3.7s test_prop_SinglePreserve (collecting)
[ ]   37    0    0    4 / 1000     4.6s test_prop_SinglePreserve (collecting)
[ ]   42    0    0    5 / 1000     4.7s test_prop_SinglePreserve (collecting)
[ ]   75    0    0    5 / 1000     4.8s test_prop_SinglePreserve (collecting)
[ ]  133    0    0   10 / 1000     4.9s test_prop_SinglePreserve (collecting)
[ ]  134    0    0   10 / 1000     7.2s test_prop_SinglePreserve (collecting)
[ ]  137    0    0   10 / 1000    10.1s test_prop_SinglePreserve (collecting)
[ ]  141    0    0   10 / 1000    10.6s test_prop_SinglePreserve (collecting)
[ ]  160    0    0   13 / 1000    10.7s test_prop_SinglePreserve (collecting)
[ ]  165    0    0   13 / 1000    11.6s test_prop_SinglePreserve (collecting)
[ ]  169    0    0   14 / 1000    13.8s test_prop_SinglePreserve (collecting)
[ ]  183    0    0   14 / 1000    14.5s test_prop_SinglePreserve (collecting)
[ ]  203    0    0   15 / 1000    14.9s test_prop_SinglePreserve (collecting)
[ ]  207    0    0   15 / 1000    15.0s test_prop_SinglePreserve (collecting)
[ ]  244    0    0   18 / 1000    15.1s test_prop_SinglePreserve (collecting)
[ ]  286    0    0   21 / 1000    15.2s test_prop_SinglePreserve (collecting)
[ ]  295    0    0   23 / 1000    15.4s test_prop_SinglePreserve (collecting)
[ ]  307    0    0   23 / 1000    17.7s test_prop_SinglePreserve (collecting)
[ ]  321    0    0   26 / 1000    17.8s test_prop_SinglePreserve (collecting)
[ ]  326    0    0   26 / 1000    18.1s test_prop_SinglePreserve (collecting)
[ ]  358    0    0   28 / 1000    18.9s test_prop_SinglePreserve (collecting)
[ ]  362    0    0   28 / 1000    19.4s test_prop_SinglePreserve (collecting)
[ ]  363    0    0   28 / 1000    19.6s test_prop_SinglePreserve (collecting)
[ ]  365    0    0   28 / 1000    19.8s test_prop_SinglePreserve (collecting)
[ ]  381    0    0   30 / 1000    19.9s test_prop_SinglePreserve (collecting)
[ ]  391    0    0   30 / 1000    22.3s test_prop_SinglePreserve (collecting)
[ ]  395    0    0   31 / 1000    22.4s test_prop_SinglePreserve (collecting)
[ ]  397    0    0   32 / 1000    22.9s test_prop_SinglePreserve (collecting)
[ ]  431    0    0   35 / 1000    23.8s test_prop_SinglePreserve (collecting)
[ ]  456    0    0   36 / 1000    24.6s test_prop_SinglePreserve (collecting)
[ ]  486    0    0   39 / 1000    25.3s test_prop_SinglePreserve (collecting)
[ ]  490    0    0   40 / 1000    26.2s test_prop_SinglePreserve (collecting)
[ ]  519    0    0   41 / 1000    26.3s test_prop_SinglePreserve (collecting)
[ ]  532    0    0   43 / 1000    27.1s test_prop_SinglePreserve (collecting)
[ ]  541    0    0   44 / 1000    29.3s test_prop_SinglePreserve (collecting)
[ ]  546    0    0   44 / 1000    29.7s test_prop_SinglePreserve (collecting)
[ ]  551    0    0   44 / 1000    32.2s test_prop_SinglePreserve (collecting)
[ ]  555    0    0   44 / 1000    32.8s test_prop_SinglePreserve (collecting)
[ ]  559    0    0   44 / 1000    32.9s test_prop_SinglePreserve (collecting)
[ ]  570    0    0   46 / 1000    33.8s test_prop_SinglePreserve (collecting)
[ ]  598    0    0   48 / 1000    34.0s test_prop_SinglePreserve (collecting)
[ ]  604    0    0   48 / 1000    34.1s test_prop_SinglePreserve (collecting)
[ ]  611    0    0   49 / 1000    34.3s test_prop_SinglePreserve (collecting)
[ ]  616    0    0   49 / 1000    36.6s test_prop_SinglePreserve (collecting)
[ ]  622    0    0   51 / 1000    36.8s test_prop_SinglePreserve (collecting)
[ ]  643    0    0   52 / 1000    39.0s test_prop_SinglePreserve (collecting)
[ ]  652    0    0   53 / 1000    39.8s test_prop_SinglePreserve (collecting)
[ ]  672    0    0   56 / 1000    40.6s test_prop_SinglePreserve (collecting)
[ ]  673    0    0   56 / 1000    42.9s test_prop_SinglePreserve (collecting)
[ ]  674    0    0   56 / 1000    43.0s test_prop_SinglePreserve (collecting)
[ ]  678    0    0   56 / 1000    43.5s test_prop_SinglePreserve (collecting)
[ ]  698    0    0   56 / 1000    44.3s test_prop_SinglePreserve (collecting)
[ ]  719    0    0   57 / 1000    44.5s test_prop_SinglePreserve (collecting)
[ ]  766    0    0   58 / 1000    44.6s test_prop_SinglePreserve (collecting)
[ ]  769    0    0   58 / 1000    46.8s test_prop_SinglePreserve (collecting)
[ ]  796    0    0   59 / 1000    46.9s test_prop_SinglePreserve (collecting)
[ ]  803    0    0   59 / 1000    47.7s test_prop_SinglePreserve (collecting)
[ ]  827    0    0   60 / 1000    48.7s test_prop_SinglePreserve (collecting)
[ ]  855    0    0   61 / 1000    50.9s test_prop_SinglePreserve (collecting)
[ ]  862    0    0   63 / 1000    53.0s test_prop_SinglePreserve (collecting)
[ ]  876    0    0   63 / 1000    53.7s test_prop_SinglePreserve (collecting)
[ ]  918    0    0   65 / 1000    56.0s test_prop_SinglePreserve (collecting)
[ ]  956    0    0   70 / 1000    56.1s test_prop_SinglePreserve (collecting)
[ ]  973    0    0   70 / 1000    56.2s test_prop_SinglePreserve (collecting)
[ ]  976    0    0   71 / 1000    56.6s test_prop_SinglePreserve (collecting)
[ ] 1009    0    0   73 / 1000    56.7s test_prop_SinglePreserve (collecting)
[ ] 1044    0    0   73 / 1000    57.6s test_prop_SinglePreserve (collecting)
[ ] 1056    0    0   74 / 1000    57.7s test_prop_SinglePreserve (collecting)
[ ] 1067    0    0   75 / 1000    58.4s test_prop_SinglePreserve (collecting)
[ ] 1069    0    0   75 / 1000    58.5s test_prop_SinglePreserve (collecting)
[ ] 1082    0    0   76 / 1000    59.3s test_prop_SinglePreserve (collecting)
[ ] 1087    0    0   76 / 1000    61.6s test_prop_SinglePreserve (collecting)
[ ] 1093    0    0   76 / 1000    61.7s test_prop_SinglePreserve (collecting)
[ ] 1120    0    0   79 / 1000    61.8s test_prop_SinglePreserve (collecting)
[ ] 1134    0    0   79 / 1000    62.1s test_prop_SinglePreserve (collecting)
[ ] 1137    0    0   79 / 1000    64.5s test_prop_SinglePreserve (collecting)
[ ] 1141    0    0   79 / 1000    64.9s test_prop_SinglePreserve (collecting)
[ ] 1163    0    0   81 / 1000    67.0s test_prop_SinglePreserve (collecting)
[ ] 1165    0    0   81 / 1000    67.7s test_prop_SinglePreserve (collecting)
[ ] 1183    0    0   82 / 1000    67.9s test_prop_SinglePreserve (collecting)
[ ] 1199    0    0   83 / 1000    70.4s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   83 / 1000    70.4s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 70348.98]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]    3    0    0    1 / 1000     2.4s test_prop_SinglePreserve (collecting)
[ ]   14    0    0    3 / 1000     4.7s test_prop_SinglePreserve (collecting)
[ ]   27    0    0    3 / 1000     5.7s test_prop_SinglePreserve (collecting)
[ ]   43    0    0    6 / 1000     5.8s test_prop_SinglePreserve (collecting)
[ ]  107    0    0   11 / 1000     5.9s test_prop_SinglePreserve (collecting)
[ ]  110    0    0   11 / 1000     6.8s test_prop_SinglePreserve (collecting)
[ ]  126    0    0   13 / 1000     7.6s test_prop_SinglePreserve (collecting)
[ ]  130    0    0   13 / 1000     7.8s test_prop_SinglePreserve (collecting)
[ ]  167    0    0   14 / 1000     7.9s test_prop_SinglePreserve (collecting)
[ ]  201    0    0   15 / 1000     8.0s test_prop_SinglePreserve (collecting)
[ ]  232    0    0   16 / 1000     8.1s test_prop_SinglePreserve (collecting)
[ ]  247    0    0   18 / 1000    10.4s test_prop_SinglePreserve (collecting)
[ ]  264    0    0   20 / 1000    11.2s test_prop_SinglePreserve (collecting)
[ ]  286    0    0   22 / 1000    11.5s test_prop_SinglePreserve (collecting)
[ ]  290    0    0   22 / 1000    12.6s test_prop_SinglePreserve (collecting)
[ ]  292    0    0   22 / 1000    15.0s test_prop_SinglePreserve (collecting)
[ ]  308    0    0   23 / 1000    15.5s test_prop_SinglePreserve (collecting)
[ ]  311    0    0   23 / 1000    15.7s test_prop_SinglePreserve (collecting)
[ ]  327    0    0   26 / 1000    15.8s test_prop_SinglePreserve (collecting)
[ ]  362    0    0   28 / 1000    15.9s test_prop_SinglePreserve (collecting)
[ ]  394    0    0   31 / 1000    18.3s test_prop_SinglePreserve (collecting)
[ ]  426    0    0   36 / 1000    18.4s test_prop_SinglePreserve (collecting)
[ ]  448    0    0   38 / 1000    20.8s test_prop_SinglePreserve (collecting)
[ ]  451    0    0   38 / 1000    21.3s test_prop_SinglePreserve (collecting)
[ ]  477    0    0   39 / 1000    23.8s test_prop_SinglePreserve (collecting)
[ ]  510    0    0   41 / 1000    24.7s test_prop_SinglePreserve (collecting)
[ ]  536    0    0   43 / 1000    25.4s test_prop_SinglePreserve (collecting)
[ ]  552    0    0   43 / 1000    26.2s test_prop_SinglePreserve (collecting)
[ ]  553    0    0   43 / 1000    26.9s test_prop_SinglePreserve (collecting)
[ ]  564    0    0   43 / 1000    27.0s test_prop_SinglePreserve (collecting)
[ ]  603    0    0   44 / 1000    27.3s test_prop_SinglePreserve (collecting)
[ ]  610    0    0   44 / 1000    27.6s test_prop_SinglePreserve (collecting)
[ ]  639    0    0   46 / 1000    27.7s test_prop_SinglePreserve (collecting)
[ ]  654    0    0   46 / 1000    28.0s test_prop_SinglePreserve (collecting)
[ ]  665    0    0   47 / 1000    28.1s test_prop_SinglePreserve (collecting)
[ ]  689    0    0   50 / 1000    30.5s test_prop_SinglePreserve (collecting)
[ ]  737    0    0   53 / 1000    31.4s test_prop_SinglePreserve (collecting)
[ ]  744    0    0   53 / 1000    32.1s test_prop_SinglePreserve (collecting)
[ ]  745    0    0   53 / 1000    34.5s test_prop_SinglePreserve (collecting)
[ ]  759    0    0   53 / 1000    34.6s test_prop_SinglePreserve (collecting)
[ ]  760    0    0   53 / 1000    35.5s test_prop_SinglePreserve (collecting)
[ ]  762    0    0   53 / 1000    37.7s test_prop_SinglePreserve (collecting)
[ ]  777    0    0   54 / 1000    37.9s test_prop_SinglePreserve (collecting)
[ ]  778    0    0   54 / 1000    38.9s test_prop_SinglePreserve (collecting)
[ ]  790    0    0   56 / 1000    39.0s test_prop_SinglePreserve (collecting)
[ ]  798    0    0   57 / 1000    39.7s test_prop_SinglePreserve (collecting)
[ ]  802    0    0   57 / 1000    40.6s test_prop_SinglePreserve (collecting)
[ ]  814    0    0   59 / 1000    41.4s test_prop_SinglePreserve (collecting)
[ ]  815    0    0   59 / 1000    41.6s test_prop_SinglePreserve (collecting)
[ ]  822    0    0   59 / 1000    42.4s test_prop_SinglePreserve (collecting)
[ ]  858    0    0   62 / 1000    42.5s test_prop_SinglePreserve (collecting)
[ ]  860    0    0   62 / 1000    42.8s test_prop_SinglePreserve (collecting)
[ ]  875    0    0   62 / 1000    43.6s test_prop_SinglePreserve (collecting)
[ ]  893    0    0   64 / 1000    43.7s test_prop_SinglePreserve (collecting)
[ ]  894    0    0   64 / 1000    44.0s test_prop_SinglePreserve (collecting)
[ ]  908    0    0   66 / 1000    44.8s test_prop_SinglePreserve (collecting)
[ ]  924    0    0   66 / 1000    44.9s test_prop_SinglePreserve (collecting)
[ ]  937    0    0   67 / 1000    45.6s test_prop_SinglePreserve (collecting)
[ ]  943    0    0   67 / 1000    46.2s test_prop_SinglePreserve (collecting)
[ ]  951    0    0   67 / 1000    48.8s test_prop_SinglePreserve (collecting)
[ ]  966    0    0   70 / 1000    49.5s test_prop_SinglePreserve (collecting)
[ ]  975    0    0   71 / 1000    49.6s test_prop_SinglePreserve (collecting)
[ ]  996    0    0   73 / 1000    50.1s test_prop_SinglePreserve (collecting)
[ ] 1009    0    0   74 / 1000    50.8s test_prop_SinglePreserve (collecting)
[ ] 1043    0    0   77 / 1000    50.9s test_prop_SinglePreserve (collecting)
[ ] 1050    0    0   79 / 1000    51.6s test_prop_SinglePreserve (collecting)
[ ] 1073    0    0   82 / 1000    51.8s test_prop_SinglePreserve (collecting)
[ ] 1084    0    0   83 / 1000    51.9s test_prop_SinglePreserve (collecting)
[ ] 1113    0    0   86 / 1000    52.0s test_prop_SinglePreserve (collecting)
[ ] 1130    0    0   87 / 1000    52.1s test_prop_SinglePreserve (collecting)
[ ] 1141    0    0   87 / 1000    52.4s test_prop_SinglePreserve (collecting)
[ ] 1172    0    0   89 / 1000    52.8s test_prop_SinglePreserve (collecting)
[ ] 1199    0    0   91 / 1000    52.9s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   91 / 1000    52.9s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 52708.80]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   11    0    0    1 / 1000     0.8s test_prop_SinglePreserve (collecting)
[ ]   32    0    0    3 / 1000     1.6s test_prop_SinglePreserve (collecting)
[ ]   37    0    0    3 / 1000     1.7s test_prop_SinglePreserve (collecting)
[ ]   64    0    0    5 / 1000     1.8s test_prop_SinglePreserve (collecting)
[ ]  104    0    0    8 / 1000     1.9s test_prop_SinglePreserve (collecting)
[ ]  112    0    0    8 / 1000     2.8s test_prop_SinglePreserve (collecting)
[ ]  133    0    0   11 / 1000     3.5s test_prop_SinglePreserve (collecting)
[ ]  162    0    0   13 / 1000     5.9s test_prop_SinglePreserve (collecting)
[ ]  164    0    0   13 / 1000     8.6s test_prop_SinglePreserve (collecting)
[ ]  178    0    0   13 / 1000     8.7s test_prop_SinglePreserve (collecting)
[ ]  183    0    0   13 / 1000    11.7s test_prop_SinglePreserve (collecting)
[ ]  197    0    0   15 / 1000    13.8s test_prop_SinglePreserve (collecting)
[ ]  220    0    0   18 / 1000    14.9s test_prop_SinglePreserve (collecting)
[ ]  232    0    0   18 / 1000    15.6s test_prop_SinglePreserve (collecting)
[ ]  251    0    0   21 / 1000    16.5s test_prop_SinglePreserve (collecting)
[ ]  274    0    0   21 / 1000    18.9s test_prop_SinglePreserve (collecting)
[ ]  288    0    0   25 / 1000    21.2s test_prop_SinglePreserve (collecting)
[ ]  299    0    0   25 / 1000    21.3s test_prop_SinglePreserve (collecting)
[ ]  314    0    0   26 / 1000    21.4s test_prop_SinglePreserve (collecting)
[ ]  336    0    0   31 / 1000    22.0s test_prop_SinglePreserve (collecting)
[ ]  347    0    0   31 / 1000    24.7s test_prop_SinglePreserve (collecting)
[ ]  349    0    0   31 / 1000    25.4s test_prop_SinglePreserve (collecting)
[ ]  394    0    0   34 / 1000    25.6s test_prop_SinglePreserve (collecting)
[ ]  405    0    0   34 / 1000    28.1s test_prop_SinglePreserve (collecting)
[ ]  408    0    0   34 / 1000    28.9s test_prop_SinglePreserve (collecting)
[ ]  431    0    0   35 / 1000    29.8s test_prop_SinglePreserve (collecting)
[ ]  441    0    0   35 / 1000    29.9s test_prop_SinglePreserve (collecting)
[ ]  464    0    0   37 / 1000    30.7s test_prop_SinglePreserve (collecting)
[ ]  475    0    0   37 / 1000    30.8s test_prop_SinglePreserve (collecting)
[ ]  478    0    0   37 / 1000    31.5s test_prop_SinglePreserve (collecting)
[ ]  516    0    0   41 / 1000    31.6s test_prop_SinglePreserve (collecting)
[ ]  534    0    0   44 / 1000    31.8s test_prop_SinglePreserve (collecting)
[ ]  548    0    0   45 / 1000    32.5s test_prop_SinglePreserve (collecting)
[ ]  561    0    0   47 / 1000    32.7s test_prop_SinglePreserve (collecting)
[ ]  568    0    0   47 / 1000    33.4s test_prop_SinglePreserve (collecting)
[ ]  573    0    0   47 / 1000    34.2s test_prop_SinglePreserve (collecting)
[ ]  594    0    0   51 / 1000    35.0s test_prop_SinglePreserve (collecting)
[ ]  614    0    0   52 / 1000    35.8s test_prop_SinglePreserve (collecting)
[ ]  623    0    0   53 / 1000    38.0s test_prop_SinglePreserve (collecting)
[ ]  635    0    0   53 / 1000    38.5s test_prop_SinglePreserve (collecting)
[ ]  646    0    0   55 / 1000    39.1s test_prop_SinglePreserve (collecting)
[ ]  653    0    0   57 / 1000    42.2s test_prop_SinglePreserve (collecting)
[ ]  665    0    0   61 / 1000    42.4s test_prop_SinglePreserve (collecting)
[ ]  668    0    0   61 / 1000    42.9s test_prop_SinglePreserve (collecting)
[ ]  687    0    0   62 / 1000    43.1s test_prop_SinglePreserve (collecting)
[ ]  689    0    0   62 / 1000    43.3s test_prop_SinglePreserve (collecting)
[ ]  708    0    0   63 / 1000    43.6s test_prop_SinglePreserve (collecting)
[ ]  712    0    0   64 / 1000    46.1s test_prop_SinglePreserve (collecting)
[ ]  721    0    0   64 / 1000    46.2s test_prop_SinglePreserve (collecting)
[ ]  726    0    0   64 / 1000    48.7s test_prop_SinglePreserve (collecting)
[ ]  730    0    0   64 / 1000    50.7s test_prop_SinglePreserve (collecting)
[ ]  741    0    0   65 / 1000    53.6s test_prop_SinglePreserve (collecting)
[ ]  751    0    0   67 / 1000    55.8s test_prop_SinglePreserve (collecting)
[ ]  762    0    0   67 / 1000    56.3s test_prop_SinglePreserve (collecting)
[ ]  778    0    0   67 / 1000    58.6s test_prop_SinglePreserve (collecting)
[ ]  823    0    0   72 / 1000    58.7s test_prop_SinglePreserve (collecting)
[ ]  852    0    0   72 / 1000    59.2s test_prop_SinglePreserve (collecting)
[ ]  858    0    0   72 / 1000    59.3s test_prop_SinglePreserve (collecting)
[ ]  876    0    0   74 / 1000    60.1s test_prop_SinglePreserve (collecting)
[ ]  877    0    0   74 / 1000    60.9s test_prop_SinglePreserve (collecting)
[ ]  894    0    0   75 / 1000    63.3s test_prop_SinglePreserve (collecting)
[ ]  897    0    0   75 / 1000    64.3s test_prop_SinglePreserve (collecting)
[ ]  898    0    0   75 / 1000    66.4s test_prop_SinglePreserve (collecting)
[ ]  938    0    0   78 / 1000    67.0s test_prop_SinglePreserve (collecting)
[ ]  942    0    0   78 / 1000    69.6s test_prop_SinglePreserve (collecting)
[ ]  949    0    0   79 / 1000    70.2s test_prop_SinglePreserve (collecting)
[ ]  954    0    0   79 / 1000    71.2s test_prop_SinglePreserve (collecting)
[ ]  974    0    0   79 / 1000    72.0s test_prop_SinglePreserve (collecting)
[ ] 1002    0    0   79 / 1000    72.9s test_prop_SinglePreserve (collecting)
[ ] 1022    0    0   80 / 1000    73.0s test_prop_SinglePreserve (collecting)
[ ] 1035    0    0   81 / 1000    73.1s test_prop_SinglePreserve (collecting)
[ ] 1047    0    0   82 / 1000    74.0s test_prop_SinglePreserve (collecting)
[ ] 1056    0    0   82 / 1000    75.0s test_prop_SinglePreserve (collecting)
[ ] 1062    0    0   82 / 1000    75.2s test_prop_SinglePreserve (collecting)
[ ] 1086    0    0   84 / 1000    76.0s test_prop_SinglePreserve (collecting)
[ ] 1087    0    0   84 / 1000    76.8s test_prop_SinglePreserve (collecting)
[ ] 1088    0    0   84 / 1000    77.6s test_prop_SinglePreserve (collecting)
[ ] 1090    0    0   84 / 1000    77.8s test_prop_SinglePreserve (collecting)
[ ] 1092    0    0   84 / 1000    78.1s test_prop_SinglePreserve (collecting)
[ ] 1096    0    0   84 / 1000    78.8s test_prop_SinglePreserve (collecting)
[ ] 1104    0    0   84 / 1000    80.9s test_prop_SinglePreserve (collecting)
[ ] 1126    0    0   87 / 1000    81.2s test_prop_SinglePreserve (collecting)
[ ] 1149    0    0   87 / 1000    83.5s test_prop_SinglePreserve (collecting)
[ ] 1171    0    0   89 / 1000    83.6s test_prop_SinglePreserve (collecting)
[ ] 1179    0    0   89 / 1000    84.7s test_prop_SinglePreserve (collecting)
[ ] 1198    0    0   91 / 1000    84.8s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   91 / 1000    84.8s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 84593.74]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   19    0    0    3 / 1000     0.1s test_prop_SinglePreserve (collecting)
[ ]   26    0    0    4 / 1000     2.3s test_prop_SinglePreserve (collecting)
[ ]   33    0    0    4 / 1000     2.5s test_prop_SinglePreserve (collecting)
[ ]   42    0    0    5 / 1000     2.8s test_prop_SinglePreserve (collecting)
[ ]   84    0    0    6 / 1000     3.4s test_prop_SinglePreserve (collecting)
[ ]  113    0    0    9 / 1000     3.5s test_prop_SinglePreserve (collecting)
[ ]  127    0    0    9 / 1000     5.8s test_prop_SinglePreserve (collecting)
[ ]  148    0    0   11 / 1000     6.6s test_prop_SinglePreserve (collecting)
[ ]  187    0    0   15 / 1000     8.9s test_prop_SinglePreserve (collecting)
[ ]  211    0    0   17 / 1000     9.0s test_prop_SinglePreserve (collecting)
[ ]  237    0    0   21 / 1000     9.1s test_prop_SinglePreserve (collecting)
[ ]  242    0    0   22 / 1000    10.0s test_prop_SinglePreserve (collecting)
[ ]  253    0    0   22 / 1000    10.8s test_prop_SinglePreserve (collecting)
[ ]  298    0    0   30 / 1000    10.9s test_prop_SinglePreserve (collecting)
